date_vente,isbn,quantite,prix_unitaire_eur,email_client,canal
2026-04-06,9791000001019,1,27.41,theo.lefebvre38@example.org,place de marché
2026-04-16,9780358067801,3,20.15,nathan.bertrand62@example.org,site
2026-04-09,9780843929959,1,18.72,hugo.lefebvre46@example.org,magasin
2026-05-08,9781974343539,1,23.14,manon.moreau3@example.org,magasin
2026-02-14,9783442457472,1,7.59,jade.moreau63@example.org,STORE
2026-03-19,9791000000689,1,28.1,jade.dubois92@example.org,online
2026-01-07,9781538500484,1,16.94,zoe.fournier72@example.org,magasin
2026-02-13,9781449486792,0,32.95,theo.dubois94@example.org,Magasin
2026-01-29,9789994714094,2,25.67,emma.moreau39@example.org,online
2026-03-26,9780136054054,1,38.49,jade.bernard1@example.org,MP
2025-11-17,9781414340913,1,20.86,emma.moreau24@example.org,online
2026-03-09,9780263808568,2,15.19,theo.lefebvre72@example.org,Magasin
2025-07-02,9788381351881,1,38.34,arthur.bernard84@example.org,STORE
2026-03-09,9791000000309,1,13.16,nathan.morel36@example.org,Magasin
2025-08-04,9788417454432,2,25.07,gabriel.fournier34@example.org,place de marché
2026-06-21,9785171001605,1,22.64,camille.fournier34@example.org,web
2025-09-13,9781432899011,1,29.04,lucas.dubois7@example.org,STORE
2026-05-22,9791000000359,3,6.22,theo.leroy82@example.org,magasin
2026-05-18,9781495096105,2,25.7,louis.leroy42@example.org,STORE
2026-06-16,9780140256352,1,28.76,lucas.bernard69@example.org,en ligne
2025-07-07,9780449908587,1,17.7,arthur.michel44@example.org,web
2025-09-18,9780140138351,1,11.17,nathan.michel59@example.org,magasin
2025-09-06,9791000000479,1,16.83,lucas.dubois57@example.org,STORE
2025-12-03,9780263751635,2,8.7,emma.fournier89@example.org,boutique
2025-12-05,9781250883520,1,39.23,gabriel.bertrand98@example.org,site
2026-03-05,9780061734526,1,11.45,jules.morel85@example.org,magasin
2025-11-07,9780333675182,1,28.13,nathan.morel16@example.org,boutique
2025-10-11,9780007164943,1,5.54,emma.fournier96@example.org,STORE
2025-12-26,9788535931327,1,22.22,hugo.leroy73@example.org,marketplace
2026-04-23,9780898451429,1,12.18,chloe.laurent22@example.org,magasin
2025-08-20,9791000000489,1,22.35,arthur.simon90@example.org,place de marché
2026-06-10,9791000000829,1,34.05,jade.michel28@example.org,boutique
2025-12-08,9783442454181,1,22.9,arthur.morel47@example.org,STORE
2025-07-21,9782021011968,1,8.6,theo.lefebvre77@example.org,STORE
2026-02-13,9781935682028,1,14.79,gabriel.moreau9@example.org,online
2026-01-05,9782226018052,1,28.37,nathan.michel57@example.org,place de marché
2025-08-13,9780143469131,1,18.68,nathan.bertrand22@example.org,site
2025-10-10,9783423262644,1,34.38,jade.bernard30@example.org,Magasin
2025-11-20,9780156035156,2,25.1,manon.morel83@example.org,online
2026-06-07,9788423991235,3,39.46,manon.dubois99@example.org,Magasin
2025-11-06,9780205060450,1,26.74,emma.martin13@example.org,magasin
2026-03-13,9780465067091,1,10.84,ines.dubois39@example.org,site
2026-06-04,9781433207938,1,21.92,zoe.moreau38@example.org,online
2025-11-11,9798874620929,1,34.93,camille.morel5@example.org,Magasin
2025-08-30,9798532977518,1,34.69,zoe.lefebvre5@example.org,site
2026-06-03,9783442245666,2,35.82,louis.lefebvre56@example.org,boutique
2026-01-16,9781421889276,2,24.64,arthur.david71@example.org,Magasin
2025-09-19,9781984819574,1,13.82,jade.roux87@example.org,STORE
2025-11-23,9789794130834,1,25.4,emma.fournier47@example.org,en ligne
2026-04-25,9780471119463,2,26.63,jade.bernard55@example.org,en ligne
2026-01-27,9781561005987,1,13.15,hugo.david40@example.org,place de marché
2026-06-18,9781442421844,2,8.55,louis.martin69@example.org,STORE
2026-06-02,9780750503075,1,22.72,gabriel.laurent3@example.org,Magasin
2025-12-10,9781481428149,1,15.91,nathan.morel63@example.org,magasin
2025-10-14,9780517082461,1,33.23,ines.dubois79@example.org,en ligne
2026-02-09,9798855127560,1,34.5,lea.fournier69@example.org,boutique
2025-07-25,9781436223881,0,18.73,hugo.roux96@example.org,magasin
2026-04-23,9798739934543,1,14.18,arthur.michel27@example.org,en ligne
2026-05-30,9780263753820,1,32.97,gabriel.david70@example.org,en ligne
2026-01-22,9780072457445,1,20.54,louis.martin81@example.org,boutique
2025-10-18,9780070078727,3,30.77,zoe.laurent82@example.org,Magasin
2026-05-17,9780061550676,1,17.4,emma.moreau20@example.org,place de marché
2025-12-01,9780373104383,1,15.78,lea.david27@example.org,online
2025-11-24,9780823022748,1,28.81,hugo.michel31@example.org,magasin
2025-07-15,9789507511288,2,15.49,arthur.leroy56@example.org,Magasin
2025-07-19,9798855127560,1,9.33,manon.morel36@example.org,web
2025-07-22,9791000000889,2,32.19,jules.fournier11@example.org,en ligne
2025-08-02,9791000000249,3,36.25,lea.michel93@example.org,web
2026-04-19,9781407034461,1,8.77,manon.lefebvre12@example.org,boutique
2025-12-08,9780534359454,2,30.6,hugo.michel28@example.org,boutique
2025-10-18,9791000000959,1,18.96,jules.lefebvre69@example.org,STORE
2025-08-27,9780195365931,1,21.31,hugo.laurent19@example.org,en ligne
2026-01-05,9780880881326,1,27.35,jules.fournier95@example.org,magasin
2026-06-09,9780263778724,1,18.12,lucas.morel88@example.org,site
2025-10-30,9780241269657,1,4.78,jade.laurent39@example.org,magasin
2025-10-29,9781436223881,1,36.01,zoe.david41@example.org,place de marché
2025-07-18,9780793546534,2,33.64,arthur.lefebvre95@example.org,Magasin
2025-12-18,9781679583353,1,37.02,nathan.fournier21@example.org,place de marché
2025-08-03,9788535931327,1,30.31,ines.lefebvre89@example.org,magasin
2026-05-25,9781974343539,1,20.2,emma.martin52@example.org,web
2025-12-08,9780297859390,1,10.09,emma.fournier77@example.org,online
2025-12-11,9780263853087,1,30.53,manon.dubois88@example.org,en ligne
2025-10-10,9781574535587,1,10.94,jade.fournier74@example.org,web
2025-07-12,9791000000479,1,26.16,hugo.bernard60@example.org,boutique
2025-09-25,9781250275042,1,19.68,manon.dubois12@example.org,STORE
2026-04-17,9798596021639,1,23.11,zoe.fournier87@example.org,Magasin
2025-10-13,9780070441606,3,33.29,manon.laurent96@example.org,Magasin
2026-02-06,9781982127794,1,12.13,theo.bertrand87@example.org,boutique
2026-01-26,9788074770814,1,14.77,manon.moreau80@example.org,Magasin
2026-01-06,9798987380420,1,20.72,camille.lefebvre18@example.org,MP
2026-01-20,9798513996880,1,18.08,gabriel.bertrand77@example.org,MP
2026-04-12,9780833566980,1,37.46,arthur.simon78@example.org,magasin
2026-03-16,9785553671754,1,39.1,lucas.dubois72@example.org,magasin
2025-11-11,9781590073995,1,37.43,zoe.dubois12@example.org,STORE
2026-02-07,9780263137958,1,15.59,emma.lefebvre36@example.org,en ligne
2025-11-22,9791000000269,2,26.2,manon.leroy41@example.org,MP
2025-12-09,9798671330687,0,31.53,emma.leroy85@example.org,online
2025-09-15,9780345313904,1,5.77,manon.dubois91@example.org,Magasin
2026-03-11,9780434007493,1,39.5,arthur.lefebvre64@example.org,magasin
2025-09-14,9783442454181,1,11.71,theo.dubois22@example.org,en ligne
2026-06-05,9782221125779,1,39.83,camille.leroy99@example.org,boutique
2025-08-09,9780755334223,2,28.46,ines.martin37@example.org,magasin
2026-04-29,9791000000539,3,34.13,emma.martin11@example.org,Magasin
2026-06-03,9781695322240,1,38.31,camille.simon6@example.org,online
2026-04-18,9780788729386,1,6.22,theo.simon8@example.org,magasin
2026-05-05,9781466864580,1,13.53,hugo.morel52@example.org,magasin
2025-10-15,9789132428876,1,18.74,emma.bernard39@example.org,Magasin
2025-12-06,9791000000279,1,9.15,nathan.fournier48@example.org,web
2026-01-15,9789353445416,1,25.75,lea.morel55@example.org,STORE
2026-02-08,9781473888357,1,5.93,ines.lefebvre87@example.org,web
2025-09-18,9791000000559,1,26.79,lea.laurent60@example.org,online
2026-03-02,9780307567291,1,9.02,theo.fournier32@example.org,Magasin
2025-07-25,9780439982566,1,6.1,nathan.leroy55@example.org,Magasin
2026-06-04,9780349440187,1,13.47,manon.roux11@example.org,magasin
2026-06-04,9788408282952,1,10.95,jade.martin11@example.org,Magasin
2025-11-30,9780307262196,1,20.61,zoe.roux34@example.org,en ligne
2025-10-04,9780356502571,1,30.94,manon.fournier87@example.org,marketplace
2025-07-10,9780224008884,1,4.97,arthur.lefebvre89@example.org,Magasin
2026-05-05,9789333394918,1,26.39,lucas.bertrand87@example.org,online
2025-08-14,9781250883520,1,11.25,camille.bertrand25@example.org,site
2026-05-29,9780393091809,1,19.93,chloe.bernard39@example.org,Magasin
2026-02-02,9780553902716,1,36.45,zoe.lefebvre61@example.org,magasin
2026-04-26,9780263771213,1,24.66,jade.martin43@example.org,site
2026-02-07,9781936719112,2,30.59,theo.martin63@example.org,Magasin
2026-04-29,9780857550460,1,28.52,arthur.moreau92@example.org,magasin
2026-02-02,9780007299805,1,6.75,gabriel.lefebvre15@example.org,Magasin
2026-05-27,9780205176076,1,19.94,louis.laurent93@example.org,web
2026-02-10,9787555027706,1,25.3,ines.roux92@example.org,Magasin
2025-11-28,9788416029808,2,38.48,lucas.morel61@example.org,boutique
2025-11-22,9780099558781,2,28.11,emma.dubois26@example.org,web
2025-08-21,9781409413615,1,39.68,theo.moreau27@example.org,site
2025-12-31,9791000000039,1,28.46,louis.fournier65@example.org,marketplace
2025-12-20,9780823420278,1,12.52,hugo.lefebvre34@example.org,en ligne
2025-07-24,9781101216347,2,13.97,emma.fournier89@example.org,site
2026-02-10,9798855090437,1,34.29,nathan.bernard79@example.org,site
2025-07-22,9780786189694,1,26.8,chloe.simon21@example.org,en ligne
2026-03-17,9780425104347,2,8.02,lucas.simon18@example.org,site
2026-02-10,9791000000949,1,31.72,hugo.fournier61@example.org,en ligne
2025-09-26,9780385094436,1,29.82,gabriel.simon81@example.org,boutique
2026-03-29,9780140139198,2,9.38,gabriel.michel53@example.org,Magasin
2026-03-22,9798433379008,1,37.91,zoe.dubois99@example.org,marketplace
2026-03-22,9791000000689,1,16.48,jade.morel22@example.org,online
2025-07-19,9780070078727,3,9.84,jules.david92@example.org,STORE
2026-06-14,9780373706099,1,15.27,ines.simon2@example.org,STORE
2026-05-09,9791000000449,1,18.8,chloe.leroy80@example.org,place de marché
2026-06-23,9781442472426,2,32.17,jade.morel26@example.org,en ligne
2026-04-02,9780593724309,1,29.95,emma.leroy70@example.org,STORE
2026-03-19,9780373106233,1,16.56,louis.martin4@example.org,STORE
2025-12-03,9789333394918,1,22.39,jules.fournier48@example.org,STORE
2025-12-29,9783442454181,1,27.54,nathan.lefebvre39@example.org,site
2025-10-29,9780224617253,2,25.09,hugo.simon39@example.org,STORE
2026-04-20,9798515079307,1,17.87,hugo.bernard42@example.org,web
2026-01-01,9781963349023,1,29.69,gabriel.bernard12@example.org,site
2025-09-05,9789353445416,1,7.26,jade.roux72@example.org,Magasin
2026-04-26,9780425104347,1,39.78,arthur.bertrand54@example.org,web
2025-09-04,9780945353874,2,9.08,nathan.bertrand28@example.org,Magasin
2025-09-19,9791000000689,1,37.13,nathan.roux53@example.org,magasin
2026-04-19,9798990047709,1,9.93,lucas.laurent48@example.org,STORE
2025-07-15,9788498723533,1,32.25,gabriel.martin40@example.org,STORE
2026-03-08,9781119251736,1,16.84,jules.michel62@example.org,STORE
2025-12-20,9783596035694,1,34.04,emma.morel18@example.org,Magasin
2026-06-07,9780060829575,1,30.27,lea.morel80@example.org,online
2026-01-19,9788324592265,1,38.42,zoe.bertrand36@example.org,magasin
2026-06-28,9780263790429,1,32.68,theo.leroy83@example.org,site
2025-08-13,9781605090962,3,23.68,jules.roux67@example.org,web
2026-03-15,9791000000199,1,27.8,louis.martin36@example.org,web
2026-06-27,9780007120970,2,20.23,ines.michel76@example.org,magasin
2025-07-12,9798475273906,1,19.19,ines.michel33@example.org,magasin
2025-08-20,9781434499936,1,9.6,manon.morel12@example.org,boutique
2026-01-25,9780465067091,1,26.25,ines.dubois4@example.org,magasin
2025-08-20,9781432899011,1,36.11,manon.michel16@example.org,magasin
2026-05-02,9780307291813,1,22.51,jade.bernard35@example.org,magasin
2026-04-10,9781335468437,1,5.52,hugo.martin35@example.org,magasin
2026-04-11,9780141038148,2,15.28,gabriel.lefebvre11@example.org,boutique
2025-09-11,9781850180005,1,10.45,hugo.leroy55@example.org,online
2026-02-23,9791000000869,2,14.74,louis.martin8@example.org,Magasin
2025-11-06,9780007120970,1,39.87,chloe.roux66@example.org,STORE
2026-03-31,9781442426757,1,7.68,nathan.fournier18@example.org,STORE
2025-10-16,9780142427835,1,32.89,ines.david34@example.org,online
2026-06-05,9780312472849,1,20.78,ines.martin89@example.org,boutique
2025-07-02,9781594488849,1,36.41,louis.michel72@example.org,online
2026-04-02,9789871144686,2,27.48,lea.leroy4@example.org,online
2025-12-28,9791000000979,2,33.79,lucas.michel23@example.org,site
2026-01-06,9791000000609,1,4.83,camille.morel36@example.org,STORE
2026-05-11,9780007815586,1,29.91,hugo.lefebvre47@example.org,magasin
2026-06-26,9781565843790,1,4.75,jade.bernard36@example.org,Magasin
2025-10-08,9788432217456,2,28.3,louis.bernard76@example.org,boutique
2025-09-04,9781529369526,3,34.78,manon.moreau87@example.org,site
2026-06-20,9780465067091,1,13.45,zoe.martin55@example.org,place de marché
2026-05-29,9780843940008,2,15.93,gabriel.laurent16@example.org,online
2026-03-22,9783458080664,1,30.03,jules.laurent54@example.org,Magasin
2026-01-17,9781432645960,1,35.66,camille.bertrand29@example.org,Magasin
2025-11-05,9787020062362,1,15.5,nathan.martin62@example.org,MP
2026-04-30,9788439707929,1,16.33,manon.moreau14@example.org,online
2025-12-22,9781804992326,1,16.31,hugo.bernard77@example.org,Magasin
2026-05-17,9788445073834,1,7.53,jules.martin49@example.org,en ligne
2026-06-21,9780849202476,2,6.69,zoe.martin39@example.org,online
2026-06-12,9780373110926,1,14.94,jade.michel13@example.org,Magasin
2026-05-03,9781883217044,1,4.88,jade.lefebvre55@example.org,magasin
2026-06-11,9781617807558,1,22.81,chloe.bernard14@example.org,magasin
2025-08-04,9789719201847,2,11.35,emma.david66@example.org,STORE
2026-03-04,9780857550460,1,11.08,emma.morel6@example.org,magasin
2026-04-26,9780809533756,1,27.57,lucas.laurent75@example.org,boutique
2025-12-06,9788423991235,1,17.56,camille.leroy76@example.org,boutique
2026-03-17,9786051719092,2,34.9,gabriel.simon26@example.org,boutique
2025-10-12,9780679728054,1,11.2,arthur.bertrand89@example.org,online
2025-12-17,9781857234701,1,38.59,theo.michel43@example.org,boutique
2025-07-22,9781280839290,1,4.63,hugo.bertrand30@example.org,Magasin
2025-10-31,9786053751120,2,38.22,ines.morel95@example.org,online
2025-10-03,9782075094450,0,17.34,lea.simon4@example.org,magasin
2026-02-11,9781432645960,1,36.81,lucas.martin4@example.org,boutique
2025-09-28,9781408998465,2,29.95,ines.fournier71@example.org,boutique
2025-07-12,9798737952464,2,36.74,camille.fournier87@example.org,boutique
2025-08-26,9783423262644,3,15.3,hugo.simon48@example.org,boutique
2026-05-16,9791000000039,1,29.67,nathan.dubois17@example.org,marketplace
2026-01-10,9781497303881,1,25.72,hugo.martin98@example.org,boutique
2025-11-28,9780800712136,1,13.25,manon.fournier17@example.org,online
2025-08-11,9780816137152,1,27.99,lea.dubois66@example.org,Magasin
2026-05-27,9781433207938,1,22.15,zoe.dubois42@example.org,en ligne
2026-03-05,9788440666826,3,21.27,jade.david75@example.org,magasin
2025-10-12,9780263853087,2,18.51,theo.michel49@example.org,boutique
2026-01-08,9798561631788,1,9.26,lea.laurent57@example.org,place de marché
2026-04-25,9780606309912,1,26.49,gabriel.lefebvre60@example.org,Magasin
2026-03-12,9780195365931,1,5.38,zoe.moreau34@example.org,magasin
2025-08-12,9788381352079,2,22.65,lea.morel36@example.org,boutique
2025-08-06,9787229030933,1,11.59,chloe.david43@example.org,STORE
2026-06-15,9780140440577,1,29.48,emma.fournier97@example.org,STORE
2025-12-01,9780321793102,2,32.22,jade.michel75@example.org,magasin
2026-03-20,9782702411933,3,35.14,hugo.moreau93@example.org,boutique
2026-03-22,9798893310856,2,31.32,zoe.simon11@example.org,STORE
2026-02-05,9781101216347,3,19.29,zoe.lefebvre72@example.org,site
2026-04-22,9780330471138,1,37.89,camille.lefebvre85@example.org,STORE
2026-01-31,9780999174067,1,18.78,theo.simon76@example.org,magasin
2025-07-17,9791000000469,1,39.09,ines.roux81@example.org,Magasin
2025-10-13,9791000000739,1,23.42,chloe.lefebvre14@example.org,MP
2026-02-17,9780553418286,2,7.8,nathan.david71@example.org,boutique
2026-06-18,9788423991235,1,11.11,lea.michel37@example.org,boutique
2026-06-03,9780263775051,1,6.53,camille.dubois42@example.org,Magasin
2025-08-26,9780788729386,1,21.43,lea.michel27@example.org,boutique
2025-12-06,9781444833386,2,28.03,louis.roux74@example.org,en ligne
2026-03-15,9781417999729,1,14.25,camille.dubois58@example.org,magasin
2026-05-06,9783453161818,1,16.14,arthur.lefebvre60@example.org,site
2025-11-25,9780823022748,2,20.65,theo.michel79@example.org,web
2025-09-30,9791000000239,1,19.8,jade.david24@example.org,magasin
2025-07-23,9780263778724,2,10.09,theo.david9@example.org,boutique
2026-01-27,9780061741005,1,39.73,lea.morel14@example.org,place de marché
2025-12-14,9781439580721,1,13.45,jules.lefebvre4@example.org,site
2026-06-11,9781424231355,1,16.67,jade.fournier25@example.org,online
2025-11-06,9780575073241,2,9.33,zoe.lefebvre60@example.org,magasin
2026-06-02,9780263771213,2,20.0,arthur.fournier36@example.org,boutique
2025-07-10,9780007527564,1,14.91,jade.dubois10@example.org,magasin
2025-09-17,9780425029459,1,12.17,jules.david69@example.org,web
2025-07-25,9780007163243,1,23.01,nathan.michel89@example.org,STORE
2026-05-03,978031212598X,1,17.86,chloe.moreau48@example.org,boutique
2025-07-09,9780140139198,1,5.02,chloe.david86@example.org,magasin
2025-08-19,9788439707929,2,28.01,louis.martin54@example.org,magasin
2025-12-13,9788845212178,1,26.61,jade.michel16@example.org,web
2025-12-30,9789721041028,1,18.74,ines.martin50@example.org,boutique
2025-08-03,9780062111234,2,27.51,lucas.martin9@example.org,boutique
2026-05-03,9798438389804,0,8.1,louis.laurent13@example.org,STORE
2026-06-22,9781784878719,1,38.92,emma.simon23@example.org,place de marché
2026-06-18,9780525537113,3,28.09,lea.simon3@example.org,online
2026-05-24,9781449486792,1,25.3,camille.moreau3@example.org,magasin
2026-02-05,9780061734526,1,7.31,emma.simon64@example.org,STORE
2026-01-09,9780241573754,1,12.93,zoe.bertrand43@example.org,boutique
2026-05-26,9788418483448,2,22.94,gabriel.david37@example.org,magasin
2025-12-17,9781283677127,1,23.59,hugo.morel88@example.org,boutique
2026-01-12,9780393419610,1,20.16,camille.bernard63@example.org,site
2025-07-27,9780807217696,0,37.71,emma.bernard23@example.org,place de marché
2025-10-13,9780307394392,1,19.59,zoe.laurent22@example.org,boutique
2025-09-29,978957467950X,1,14.6,zoe.david26@example.org,STORE
2026-03-04,9781804990278,3,17.23,jade.dubois61@example.org,online
2026-05-09,9781407034461,1,10.02,arthur.martin98@example.org,Magasin
2025-08-12,9783458080664,3,15.13,emma.leroy94@example.org,boutique
2026-02-23,9788477111252,1,17.78,arthur.bernard43@example.org,boutique
2025-10-09,9781119621508,3,4.65,lucas.lefebvre52@example.org,online
2026-01-08,9781732172234,1,27.19,lea.michel5@example.org,marketplace
2026-04-16,9789132428876,1,19.94,manon.morel97@example.org,STORE
2026-03-08,9780749391843,1,29.15,jade.michel95@example.org,boutique
2025-07-18,9791000000459,2,26.84,camille.bertrand86@example.org,boutique
2026-02-19,9791000000689,1,13.5,louis.martin15@example.org,magasin
2026-01-13,9780061944727,2,38.98,lea.leroy25@example.org,online
2026-02-04,9780671692650,1,22.22,jade.roux40@example.org,Magasin
2025-08-15,9781721284443,1,31.99,lucas.fournier19@example.org,en ligne
2026-01-20,978030747249X,1,39.44,arthur.martin13@example.org,site
2026-01-30,9780061556746,1,14.71,gabriel.dubois23@example.org,en ligne
2025-09-07,9782702400500,1,22.29,nathan.lefebvre73@example.org,boutique
2025-07-31,9781424231355,1,31.37,manon.fournier53@example.org,Magasin
2026-05-16,9781721284443,2,10.38,theo.bernard49@example.org,site
2025-12-23,9780241968154,1,21.42,nathan.martin8@example.org,STORE
2025-07-04,9783453089228,1,39.46,nathan.moreau67@example.org,site
2026-03-24,9791000000879,2,37.5,arthur.morel44@example.org,Magasin
2026-06-15,9791000000129,1,15.66,hugo.simon86@example.org,Magasin
2025-07-30,979100000100X,1,16.19,nathan.martin59@example.org,Magasin
2025-09-10,9781439116050,1,35.26,manon.bertrand97@example.org,web
2026-05-13,9780545926751,1,21.32,gabriel.david25@example.org,magasin
2025-12-12,9780898796827,1,35.42,ines.david57@example.org,marketplace
2026-01-21,9780747263463,1,7.38,gabriel.lefebvre85@example.org,site
2025-11-28,9780007527564,1,9.57,jules.dubois64@example.org,site
2026-06-10,9780821775370,0,21.02,zoe.bernard62@example.org,boutique
2025-09-26,9781958292068,3,29.28,nathan.michel92@example.org,magasin
2025-12-15,9791000000269,1,14.42,manon.david61@example.org,magasin
2026-03-31,9782843623103,2,7.7,ines.fournier29@example.org,site
2026-01-10,9791000000349,2,30.55,jade.david83@example.org,online
2025-10-23,9781529369526,1,7.6,lea.simon95@example.org,web
2025-08-29,9781559348263,1,34.71,jade.roux95@example.org,site
2026-04-29,9780671868376,1,18.24,gabriel.simon99@example.org,STORE
2025-09-03,9781092148580,1,25.41,nathan.michel2@example.org,online
2025-11-29,9780151189786,1,28.57,emma.roux37@example.org,boutique
2026-06-25,9780380821099,1,15.43,nathan.laurent91@example.org,online
2025-10-19,9788447369225,1,38.71,jules.morel43@example.org,web
2025-10-16,9780575079090,2,33.19,jules.fournier23@example.org,online
2025-12-01,9798479401305,1,34.54,camille.leroy51@example.org,en ligne
2026-02-28,9781723208614,2,18.34,theo.laurent90@example.org,boutique
2026-04-07,9780141378480,1,15.95,jules.fournier91@example.org,en ligne
2025-09-22,9781536435078,1,29.14,theo.dubois27@example.org,boutique
2025-10-09,9781407034461,1,17.32,nathan.david19@example.org,online
2026-02-04,9780141384641,2,37.28,nathan.simon61@example.org,marketplace
2025-08-30,9780736614818,1,25.51,emma.david93@example.org,MP
2025-08-30,9788324592838,1,15.22,louis.david96@example.org,Magasin
2026-06-09,9780358023951,1,20.91,jade.laurent81@example.org,online
2025-08-31,9780843929959,1,21.82,hugo.martin76@example.org,Magasin
2025-08-18,9798433379008,1,18.09,gabriel.laurent74@example.org,boutique
2025-08-02,9781483928197,3,32.65,louis.michel90@example.org,magasin
2026-04-01,9781977668066,2,21.8,nathan.morel97@example.org,boutique
2025-08-30,9780679432531,2,29.11,camille.leroy58@example.org,MP
2025-09-04,9780373107148,1,10.21,manon.fournier97@example.org,magasin
2025-09-02,9781984819574,1,38.71,louis.michel85@example.org,magasin
2025-07-24,9791000000709,3,36.52,theo.david69@example.org,Magasin
2026-03-09,9781497303881,1,36.74,lucas.roux69@example.org,boutique
2026-06-05,9780307568083,1,5.8,emma.laurent28@example.org,web
2025-10-19,9788416906550,1,9.05,gabriel.bernard71@example.org,en ligne
2026-05-29,9791000000279,1,20.64,manon.david55@example.org,boutique
2025-08-06,9789578278035,2,39.74,chloe.bertrand48@example.org,boutique
2025-09-17,9781974932573,0,19.85,camille.roux32@example.org,magasin
2026-03-30,9781500420536,1,18.9,ines.david12@example.org,STORE
2025-11-17,9781544739366,2,12.49,camille.bernard49@example.org,marketplace
2025-08-23,9781617807558,3,10.72,theo.roux63@example.org,magasin
2026-06-24,9781976087097,2,24.02,nathan.martin22@example.org,STORE
2026-01-16,9780679432531,1,30.74,jade.lefebvre76@example.org,marketplace
2026-06-17,9781442445987,2,27.78,emma.michel73@example.org,STORE
2026-05-24,9791000000999,1,32.02,gabriel.bertrand59@example.org,boutique
2025-12-29,9781568497037,1,14.65,gabriel.leroy92@example.org,boutique
2025-08-14,9791000000729,1,31.78,lea.david11@example.org,magasin
2025-08-17,9780671458423,1,7.49,theo.leroy64@example.org,site
2026-02-03,9783442457472,1,30.37,arthur.lefebvre66@example.org,place de marché
2026-03-30,9781474029599,1,4.99,chloe.fournier96@example.org,marketplace
2026-06-25,9786287574632,2,13.15,jules.roux58@example.org,web
2026-03-26,9791000000279,1,7.16,emma.leroy46@example.org,site
2026-01-11,9780263120974,1,8.51,hugo.fournier70@example.org,magasin
2026-03-05,9780394179933,1,4.58,jade.moreau40@example.org,magasin
2026-05-13,9780575079090,1,17.09,zoe.simon39@example.org,MP
2025-12-27,9791000000129,2,18.73,camille.bernard56@example.org,Magasin
2026-03-28,9788170554240,2,19.04,arthur.martin20@example.org,STORE
2026-01-19,9781083144430,1,19.66,louis.leroy35@example.org,magasin
2026-06-02,9780007120970,1,9.45,gabriel.martin46@example.org,place de marché
2025-10-06,9788804507727,1,18.47,ines.martin21@example.org,boutique
2026-06-06,9781421809083,1,21.81,arthur.morel88@example.org,place de marché
2026-01-21,9780263102734,2,30.76,jade.dubois15@example.org,magasin
2025-09-03,9781338611991,1,4.98,hugo.martin87@example.org,en ligne
2026-05-02,9798669140557,1,21.5,theo.lefebvre11@example.org,Magasin
2025-09-17,9780358067801,1,13.33,nathan.fournier34@example.org,boutique
2026-02-05,9788492966660,1,32.21,nathan.bertrand94@example.org,web
2026-04-29,9789578278035,1,12.62,emma.michel5@example.org,STORE
2025-09-13,9780263138382,1,11.57,jules.michel53@example.org,place de marché
2026-05-21,9780736614016,1,19.58,jules.leroy55@example.org,magasin
2025-11-15,9780263095760,1,16.93,gabriel.moreau41@example.org,magasin
2025-07-01,9780843940008,1,15.89,theo.lefebvre36@example.org,magasin
2025-11-07,9791000000739,1,16.33,nathan.bernard86@example.org,magasin
2025-09-05,9781631619854,1,33.18,lucas.moreau84@example.org,en ligne
2026-01-13,9789024512799,2,9.12,nathan.martin76@example.org,boutique
2026-02-14,9791000000499,1,37.84,ines.laurent93@example.org,Magasin
2025-10-12,9781442006188,2,6.05,chloe.michel71@example.org,place de marché
2026-04-13,979100000100X,1,17.46,nathan.michel9@example.org,Magasin
2026-03-15,9780451628800,1,25.71,emma.laurent6@example.org,magasin
2026-06-21,9788448034580,2,18.57,lea.dubois57@example.org,online
2026-01-16,9781857157246,1,11.83,camille.dubois74@example.org,boutique
2025-07-05,9791000000019,3,22.65,manon.laurent29@example.org,STORE
2026-04-09,9780263119763,1,6.11,hugo.laurent6@example.org,web
2025-11-20,9791000000519,1,35.42,jules.david32@example.org,marketplace
2025-07-01,9780131272866,1,25.92,lucas.simon11@example.org,STORE
2026-01-26,9791000000209,1,15.99,jules.david2@example.org,en ligne
2025-11-21,9798737952464,1,5.05,nathan.bertrand96@example.org,Magasin
2025-11-09,9780062839701,1,25.89,chloe.fournier57@example.org,marketplace
2025-10-13,9781428811195,1,34.88,jade.dubois58@example.org,boutique
2026-02-08,9789684196780,1,21.46,arthur.dubois59@example.org,web
2025-09-29,9788422631880,1,37.89,louis.david37@example.org,site
2025-09-29,9785171001605,1,26.02,lea.dubois10@example.org,Magasin
2026-05-27,9791000000959,1,30.14,emma.bertrand97@example.org,magasin
2026-01-10,9781732172234,1,33.76,jules.dubois32@example.org,site
2026-05-18,9780708883587,1,38.71,nathan.leroy95@example.org,STORE
2025-08-13,9781538745748,1,31.39,zoe.fournier21@example.org,en ligne
2025-09-18,9781958943052,1,29.0,nathan.martin6@example.org,magasin
2025-08-22,9780671827038,2,19.2,camille.moreau4@example.org,boutique
2025-09-14,9781594634956,1,12.5,jade.david92@example.org,magasin
2025-08-26,9780416165326,1,38.34,lucas.bernard79@example.org,STORE
2025-08-13,9791000000189,1,9.85,gabriel.leroy43@example.org,boutique
2025-09-15,9791000000159,1,15.18,theo.simon14@example.org,en ligne
