date;code_isbn;nb;prix;mail;canal;commentaire
03-01-2026;9781726017640;2;39,55;lea.dubois32@example.org;magasin;
22-12-2025;9780451168283;1;35,03;lucas.morel76@example.org;magasin;RAS
11-09-2025;9781957568225;1;16,55;jade.michel3@example.org;magasin;
01-07-2025;9781984842305;2;36,96;chloe.michel84@example.org;magasin;RAS
14-10-2025;9780380813018;1;36,72;lea.fournier32@example.org;online;client fidèle
05-10-2025;9781250883520;1;15,94;manon.roux87@example.org;Magasin;client fidèle
11-02-2026;9781984801494;3;30,57;jules.michel6@example.org;site;
10-01-2026;9780313207693;2;32,37;hugo.fournier57@example.org;magasin;client fidèle
20-11-2025;9783455302790;1;30,33;arthur.laurent37@example.org;marketplace;RAS
10-02-2026;9782021011968;1;27,05;jade.moreau65@example.org;Magasin;client fidèle
10-08-2025;9791000000309;1;21,42;arthur.morel39@example.org;magasin;RAS
08-11-2025;9791000000979;1;22,26;gabriel.bernard68@example.org;web;client fidèle
03-04-2026;9780316310420;1;6,87;louis.lefebvre65@example.org;STORE;RAS
18-05-2026;9781448105618;1;30,19;arthur.dubois54@example.org;web;RAS
17-06-2026;9781976087097;1;26,91;emma.moreau92@example.org;web;RAS
26-04-2026;9788491052371;2;36,26;louis.bernard41@example.org;magasin;RAS
23-06-2026;9780880881326;1;34,99;emma.david90@example.org;magasin;client fidèle
17-11-2025;9791000000729;1;37,17;lucas.michel59@example.org;Magasin;
07-06-2026;9781421809083;1;38,15;jade.michel1@example.org;STORE;
07-04-2026;9780593642009;2;24,92;nathan.michel88@example.org;STORE;commande spéciale
31-05-2026;9781857157246;1;32,36;zoe.morel52@example.org;STORE;client fidèle
07-02-2026;9782724215908;1;13,41;jade.martin72@example.org;en ligne;commande spéciale
14-03-2026;9780606283892;2;16,61;emma.roux56@example.org;STORE;
12-12-2025;9791000000509;1;21,88;jules.laurent74@example.org;Magasin;commande spéciale
30-04-2026;9781250879530;1;39,76;zoe.simon39@example.org;STORE;client fidèle
03-07-2025;9780718033323;1;29,27;lucas.bertrand6@example.org;Magasin;client fidèle
26-09-2025;9781841593326;2;21,05;hugo.david68@example.org;online;RAS
19-11-2025;9780380821099;1;32,83;emma.laurent54@example.org;online;
20-07-2025;9789507511288;1;35,18;manon.moreau8@example.org;boutique;
22-06-2026;9788448034580;0;33,55;hugo.moreau3@example.org;magasin;commande spéciale
27-08-2025;9780810918849;2;13,8;camille.michel46@example.org;STORE;client fidèle
13-12-2025;9781950508914;1;15,82;emma.bertrand38@example.org;STORE;commande spéciale
18-01-2026;9798454025748;1;14,29;gabriel.roux59@example.org;STORE;client fidèle
28-06-2026;9791000000789;1;15,74;zoe.roux70@example.org;boutique;RAS
19-02-2026;9780140209723;3;27,75;ines.simon51@example.org;online;commande spéciale
07-02-2026;9791000000989;2;27,76;chloe.morel70@example.org;place de marché;RAS
29-12-2025;9781534431010;2;23,52;manon.bernard60@example.org;web;commande spéciale
15-06-2026;9781440673641;3;29,01;nathan.morel95@example.org;Magasin;commande spéciale
03-02-2026;9791000000589;1;26,94;gabriel.bertrand22@example.org;boutique;
16-06-2026;9791000000609;1;9,36;lucas.fournier15@example.org;Magasin;
20-02-2026;9780070441606;1;24,49;jules.bernard1@example.org;marketplace;RAS
11-03-2026;9781408880715;1;31,37;ines.fournier93@example.org;web;RAS
05-10-2025;9788835161189;3;20,58;nathan.dubois16@example.org;en ligne;
19-04-2026;9780606309912;1;36,33;jade.dubois40@example.org;en ligne;
02-10-2025;9785882156922;1;18,33;gabriel.michel28@example.org;boutique;client fidèle
13-06-2026;9781594634956;1;10,01;chloe.bertrand17@example.org;online;
01-11-2025;9780590113076;1;38,29;camille.moreau7@example.org;Magasin;RAS
01-05-2026;9781322110233;1;14,55;manon.dubois8@example.org;boutique;commande spéciale
28-03-2026;9781436223881;1;38,06;jules.lefebvre36@example.org;en ligne;client fidèle
04-05-2026;9780879015497;2;13,24;louis.leroy7@example.org;Magasin;commande spéciale
13-11-2025;9780571226856;1;37,35;chloe.bernard4@example.org;magasin;commande spéciale
19-08-2025;9782018055524;1;12,84;ines.bertrand89@example.org;boutique;client fidèle
05-09-2025;9781322110233;2;21,3;hugo.lefebvre56@example.org;MP;
11-02-2026;9780061944727;1;9,01;lucas.lefebvre29@example.org;STORE;
12-04-2026;9791000000509;1;21,07;nathan.dubois50@example.org;Magasin;
21-12-2025;9791000000139;1;25,04;emma.roux35@example.org;boutique;client fidèle
27-07-2025;9781804992326;1;6,94;jules.david13@example.org;boutique;RAS
22-10-2025;9780393966435;1;6,29;louis.lefebvre80@example.org;en ligne;client fidèle
25-11-2025;9781595583260;1;11,19;lea.fournier17@example.org;magasin;RAS
27-08-2025;9780765314673;1;9,74;zoe.simon77@example.org;boutique;client fidèle
02-01-2026;9780786215133;1;37,07;theo.morel24@example.org;magasin;
15-08-2025;9780140139198;3;11,12;louis.martin91@example.org;online;RAS
10-06-2026;9780449235997;1;6,12;manon.fournier33@example.org;web;
19-10-2025;9780230015760;1;13,38;louis.bertrand73@example.org;Magasin;client fidèle
07-11-2025;9781857987386;1;31,41;camille.david8@example.org;Magasin;commande spéciale
23-09-2025;9791000000439;2;20,13;hugo.simon21@example.org;online;commande spéciale
18-05-2026;9780786189694;3;37,07;ines.david62@example.org;magasin;commande spéciale
20-10-2025;9780263757538;1;17,67;jules.martin6@example.org;magasin;
06-06-2026;9780256234787;1;39,03;ines.leroy94@example.org;online;
01-03-2026;9791000000569;1;16,21;jade.simon71@example.org;online;client fidèle
23-09-2025;9780736628174;1;38,62;camille.moreau38@example.org;STORE;commande spéciale
23-05-2026;9780416027020;1;29,7;jade.simon84@example.org;online;
28-03-2026;9788804507727;3;31,8;ines.laurent96@example.org;online;RAS
18-12-2025;9780800854539;1;22,03;ines.morel9@example.org;en ligne;client fidèle
13-03-2026;9789020632729;1;18,19;lucas.roux53@example.org;STORE;
07-07-2025;9780606309912;2;27,18;hugo.bertrand29@example.org;online;RAS
17-09-2025;9781775415190;1;18,49;manon.leroy33@example.org;web;
15-04-2026;9780590411011;1;35,91;ines.bernard94@example.org;STORE;commande spéciale
03-03-2026;9791000000419;1;17,54;chloe.lefebvre83@example.org;boutique;RAS
20-01-2026;9780373104420;1;6,98;emma.michel40@example.org;boutique;
13-05-2026;9780945001102;1;23,8;hugo.morel63@example.org;boutique;RAS
13-04-2026;9780141018980;1;26,45;chloe.simon82@example.org;boutique;client fidèle
09-06-2026;9788448034580;1;10,38;lucas.martin12@example.org;STORE;RAS
07-09-2025;9780061003776;1;20,81;gabriel.david83@example.org;STORE;RAS
28-07-2025;9791000000459;1;23,56;chloe.david85@example.org;STORE;RAS
23-01-2026;9780451168283;1;5,35;zoe.leroy20@example.org;en ligne;client fidèle
06-02-2026;9780230015760;1;15,42;hugo.michel88@example.org;magasin;commande spéciale
16-04-2026;9782843623103;1;22,84;louis.david96@example.org;en ligne;client fidèle
09-07-2025;9789795533412;1;25,01;ines.morel82@example.org;MP;RAS
02-03-2026;9788074770814;1;17,96;emma.moreau19@example.org;STORE;commande spéciale
20-09-2025;9781421889276;1;37,97;gabriel.leroy92@example.org;boutique;client fidèle
29-07-2025;9798589452563;1;21,05;chloe.morel87@example.org;boutique;client fidèle
06-11-2025;9781984842305;2;19,74;jade.bernard6@example.org;STORE;client fidèle
30-11-2025;9788417454432;2;18,18;jules.michel66@example.org;Magasin;client fidèle
08-04-2026;9780714822761;2;30,92;arthur.roux22@example.org;STORE;
06-05-2026;9791000000169;0;35,99;hugo.david98@example.org;place de marché;
15-05-2026;9787229030933;1;38,38;ines.michel12@example.org;web;commande spéciale
17-11-2025;9789508700568;2;39,02;hugo.bertrand84@example.org;web;RAS
05-04-2026;9780321623539;1;8,79;chloe.laurent61@example.org;online;commande spéciale
08-09-2025;9780756992248;2;37,01;arthur.lefebvre78@example.org;boutique;
09-05-2026;9780439982566;2;7,72;louis.dubois4@example.org;site;RAS
19-08-2025;9780263102734;2;10,89;camille.david20@example.org;boutique;
03-01-2026;9781101160459;1;37,36;hugo.fournier51@example.org;boutique;client fidèle
27-11-2025;9780061002878;1;24,09;lea.dubois63@example.org;site;RAS
01-09-2025;9780385233132;1;19,6;louis.martin15@example.org;boutique;RAS
06-05-2026;9780061492570;2;38,08;nathan.david99@example.org;online;
11-12-2025;9788445007037;3;29,19;camille.martin90@example.org;magasin;
01-06-2026;9781428811195;1;31,11;lea.lefebvre49@example.org;en ligne;client fidèle
17-10-2025;9788429776317;2;37,74;theo.leroy31@example.org;en ligne;client fidèle
19-03-2026;9791000000339;2;8,53;lea.simon37@example.org;place de marché;client fidèle
08-02-2026;9780060721428;1;20,97;jules.bertrand89@example.org;Magasin;RAS
05-03-2026;9780593109069;1;11,1;jules.fournier33@example.org;magasin;client fidèle
30-10-2025;9780263121407;0;29,95;camille.fournier70@example.org;boutique;
17-04-2026;9781974343539;1;34,14;louis.bernard49@example.org;magasin;RAS
04-05-2026;9780466208349;2;10,8;lea.leroy30@example.org;boutique;commande spéciale
27-12-2025;9780718188740;2;18,11;lucas.dubois84@example.org;site;client fidèle
15-08-2025;9788492412402;1;19,96;lucas.bertrand38@example.org;web;RAS
19-10-2025;9781508279327;2;21,99;camille.bernard96@example.org;magasin;RAS
16-03-2026;9780062273208;1;19,83;zoe.morel95@example.org;Magasin;RAS
03-05-2026;9780062019813;1;7,89;chloe.leroy51@example.org;en ligne;
07-02-2026;9780843960044;1;5,06;louis.martin79@example.org;en ligne;
17-06-2026;9783453161818;3;16,47;camille.laurent87@example.org;magasin;RAS
10-10-2025;9781508217022;1;14,45;lea.martin86@example.org;STORE;
13-12-2025;9788804686521;1;23,18;ines.dubois71@example.org;STORE;RAS
08-03-2026;9788445073834;1;32,17;manon.michel58@example.org;Magasin;
04-07-2025;9780896216921;1;12,54;camille.david58@example.org;Magasin;RAS
28-11-2025;9781760892531;1;37,56;hugo.simon42@example.org;magasin;commande spéciale
22-09-2025;9780812540116;1;27,2;zoe.moreau93@example.org;boutique;RAS
16-04-2026;9781439116050;1;28,91;hugo.dubois2@example.org;STORE;RAS
19-09-2025;9781591846918;2;13,55;gabriel.moreau50@example.org;magasin;RAS
13-05-2026;9781250242754;1;5,54;theo.martin52@example.org;STORE;commande spéciale
11-06-2026;9780451525918;1;33,95;arthur.morel10@example.org;magasin;
08-06-2026;978006024803X;1;16,95;zoe.roux56@example.org;Magasin;commande spéciale
19-05-2026;9780062111234;1;36,16;manon.fournier8@example.org;MP;commande spéciale
06-05-2026;9780263790429;1;15,04;lea.moreau70@example.org;site;RAS
02-09-2025;9780804168441;0;38,09;manon.fournier43@example.org;Magasin;RAS
21-06-2026;9781108057875;1;19,23;lea.roux44@example.org;boutique;
21-01-2026;9798669140557;1;21,63;emma.morel13@example.org;Magasin;commande spéciale
17-12-2025;9788476603819;3;21,6;zoe.morel6@example.org;boutique;RAS
06-06-2026;9781591847816;1;13,41;lucas.moreau40@example.org;online;commande spéciale
22-09-2025;9781306337564;1;9,31;chloe.bertrand20@example.org;magasin;client fidèle
28-12-2025;9780393966435;1;28,92;manon.leroy73@example.org;online;
01-01-2026;9780521205542;1;10,68;zoe.dubois80@example.org;web;
21-12-2025;9780373706099;1;28,73;camille.dubois90@example.org;STORE;client fidèle
10-05-2026;9780263771213;1;18,69;gabriel.moreau92@example.org;STORE;
24-11-2025;9781442006188;1;9,29;zoe.moreau75@example.org;web;client fidèle
18-01-2026;9780679729525;1;9,13;hugo.roux10@example.org;Magasin;RAS
24-01-2026;9791020900593;2;10,01;hugo.simon29@example.org;web;RAS
02-07-2025;9791000000639;1;10,09;nathan.michel55@example.org;web;RAS
31-07-2025;9780843929959;1;35,56;lea.simon51@example.org;boutique;RAS
18-06-2026;9781950508914;1;35,43;chloe.michel22@example.org;Magasin;client fidèle
20-10-2025;9781432645960;1;5,64;manon.laurent47@example.org;STORE;client fidèle
30-08-2025;9780216897984;3;27,6;theo.moreau35@example.org;en ligne;commande spéciale
13-08-2025;9781508217022;1;16,52;manon.laurent73@example.org;MP;
25-11-2025;9791020900593;2;7,37;theo.dubois81@example.org;STORE;RAS
16-03-2026;9781500420536;2;7,14;nathan.bernard53@example.org;STORE;
25-05-2026;9780142427835;1;13,41;jade.laurent23@example.org;online;commande spéciale
11-02-2026;9798589452563;1;12,09;arthur.simon98@example.org;magasin;client fidèle
02-07-2025;9780446511070;1;33,16;manon.simon84@example.org;magasin;RAS
21-10-2025;9780263758993;1;35,77;louis.david31@example.org;site;RAS
24-02-2026;9781408880715;2;10,57;ines.bertrand26@example.org;magasin;
15-03-2026;9780263098839;1;18,82;theo.moreau96@example.org;Magasin;client fidèle
14-06-2026;9782075094450;3;37,77;theo.moreau96@example.org;magasin;commande spéciale
22-05-2026;9785811232321;3;26,87;camille.michel54@example.org;place de marché;client fidèle
16-01-2026;9780020701705;2;17,87;gabriel.moreau96@example.org;online;commande spéciale
07-05-2026;9788494945786;2;9,71;lea.leroy63@example.org;place de marché;client fidèle
18-05-2026;9780806246178;1;4,82;lea.fournier99@example.org;MP;RAS
27-12-2025;9781428811195;1;8,3;louis.simon1@example.org;boutique;RAS
06-10-2025;9789871144686;1;4,56;manon.morel7@example.org;web;client fidèle
04-03-2026;9780671458423;1;33,22;gabriel.morel66@example.org;marketplace;
27-08-2025;9791000000499;1;24,12;lea.laurent96@example.org;en ligne;client fidèle
19-07-2025;9780671255961;1;18,48;jade.roux78@example.org;Magasin;client fidèle
11-11-2025;9781434462770;1;6,68;lea.laurent11@example.org;STORE;
08-09-2025;9780307491572;1;27,21;hugo.fournier63@example.org;web;
31-03-2026;9791000000419;1;29,93;lucas.roux48@example.org;boutique;commande spéciale
12-12-2025;9780216897984;1;35,2;manon.lefebvre42@example.org;Magasin;client fidèle
18-10-2025;9791000000179;2;21,84;louis.roux30@example.org;site;commande spéciale
13-03-2026;9782376862185;1;27,87;chloe.michel57@example.org;Magasin;commande spéciale
07-12-2025;9780349440187;1;5,93;chloe.roux35@example.org;magasin;commande spéciale
21-11-2025;9780193151468;2;24,67;hugo.simon56@example.org;magasin;RAS
29-03-2026;9788834706107;2;26,9;jade.michel92@example.org;site;
31-01-2026;9780356502571;1;28,45;jade.martin63@example.org;en ligne;client fidèle
26-09-2025;9789024512799;1;22,21;emma.michel22@example.org;web;commande spéciale
01-06-2026;9781847941831;3;23,13;emma.fournier36@example.org;STORE;RAS
01-08-2025;9780263102734;1;32,33;hugo.simon52@example.org;STORE;RAS
19-09-2025;9780810918849;1;13,14;zoe.morel94@example.org;STORE;
14-02-2026;9788416029808;2;37,11;lucas.morel42@example.org;Magasin;client fidèle
06-03-2026;9781984842305;2;24,33;lucas.bertrand96@example.org;web;
26-09-2025;9780263120974;3;37,71;theo.michel59@example.org;magasin;RAS
09-03-2026;9780224617253;1;10,51;louis.fournier62@example.org;boutique;commande spéciale
15-04-2026;9780545926751;2;39,62;ines.dubois27@example.org;online;client fidèle
13-06-2026;9780330471138;1;37,62;jules.dubois8@example.org;boutique;RAS
21-12-2025;9780091203207;1;4,53;manon.morel12@example.org;en ligne;client fidèle
12-08-2025;9791000000659;1;9,58;ines.lefebvre41@example.org;boutique;commande spéciale
05-04-2026;9798475273906;1;39,66;arthur.michel91@example.org;web;commande spéciale
11-05-2026;9788804507727;1;15,56;gabriel.bertrand22@example.org;magasin;client fidèle
19-03-2026;9781976709135;1;18,58;hugo.moreau34@example.org;Magasin;
27-03-2026;9788417454432;1;22,06;zoe.dubois67@example.org;boutique;
26-12-2025;9788423991235;2;11,18;chloe.bertrand65@example.org;site;client fidèle
30-06-2026;9791000000799;1;21,53;jade.martin32@example.org;boutique;commande spéciale
12-06-2026;9780736614016;1;33,36;theo.laurent12@example.org;place de marché;RAS
05-11-2025;9780958854344;1;35,12;jules.david24@example.org;site;
10-10-2025;9789024512799;1;36,74;jules.bertrand21@example.org;site;client fidèle
01-11-2025;9791000000549;1;30,16;gabriel.lefebvre59@example.org;Magasin;
30-01-2026;9781283677127;2;20,65;theo.simon45@example.org;STORE;client fidèle
30-07-2025;9780061857171;1;38,58;nathan.roux43@example.org;STORE;client fidèle
26-08-2025;9780547524009;3;9,45;chloe.roux41@example.org;STORE;commande spéciale
26-07-2025;9782265077249;1;31,09;chloe.bertrand32@example.org;boutique;commande spéciale
12-08-2025;9781591847816;1;30,88;lea.laurent84@example.org;en ligne;RAS
15-07-2025;9781591026907;1;17,83;camille.michel18@example.org;Magasin;
11-02-2026;9780321793102;2;15,82;nathan.bertrand39@example.org;STORE;client fidèle
02-03-2026;9780003303377;1;37,51;gabriel.laurent72@example.org;web;client fidèle
08-11-2025;9780070078727;1;29,18;zoe.moreau7@example.org;web;RAS
28-07-2025;9780003303377;1;33,71;louis.simon22@example.org;magasin;
01-01-2026;9780786189694;1;20,57;nathan.dubois48@example.org;boutique;RAS
29-03-2026;9781432622459;1;36,15;theo.fournier78@example.org;STORE;client fidèle
13-01-2026;9780465067091;2;26,62;lea.bertrand91@example.org;place de marché;client fidèle
08-12-2025;9780007163243;2;27,75;theo.laurent56@example.org;STORE;RAS
12-09-2025;9780655672241;2;4,71;manon.bernard48@example.org;web;RAS
18-09-2025;9781400142866;2;30,6;jade.lefebvre69@example.org;STORE;commande spéciale
10-03-2026;9791000000129;1;6,95;arthur.morel63@example.org;STORE;
02-09-2025;9791000000159;1;17,8;jules.bertrand79@example.org;web;RAS
12-09-2025;9782226479822;1;16,67;jules.bertrand17@example.org;magasin;commande spéciale
19-06-2026;9798764553290;1;20,83;jules.fournier82@example.org;Magasin;client fidèle
24-06-2026;9780594091400;1;28,32;nathan.michel13@example.org;boutique;
07-07-2025;9780316389716;1;26,38;lea.michel35@example.org;en ligne;commande spéciale
29-09-2025;9781421889276;1;27,42;chloe.fournier17@example.org;Magasin;RAS
15-03-2026;9783423262644;3;38,47;jules.michel51@example.org;magasin;RAS
25-02-2026;9781500420536;1;17,41;gabriel.david54@example.org;magasin;
29-01-2026;9798897248889;0;36,06;jules.roux31@example.org;online;RAS
31-10-2025;9781784878719;1;27,13;ines.roux48@example.org;MP;
28-01-2026;9780843929959;2;7,04;chloe.roux43@example.org;Magasin;
04-10-2025;9780606404518;1;17,65;lea.leroy20@example.org;MP;client fidèle
23-01-2026;9780141309750;1;7,39;emma.david91@example.org;Magasin;
16-02-2026;9780140440577;2;15,54;jade.roux63@example.org;place de marché;
04-03-2026;9798627159133;2;22,46;gabriel.bertrand26@example.org;magasin;RAS
23-10-2025;9788475842318;1;22,01;jules.laurent91@example.org;boutique;RAS
02-10-2025;9780134101477;2;33,31;lea.michel33@example.org;boutique;commande spéciale
31-08-2025;9781955876162;1;18,85;camille.bernard63@example.org;Magasin;RAS
25-08-2025;9781958292068;1;24,7;gabriel.moreau60@example.org;magasin;client fidèle
02-01-2026;9780971830516;1;33,26;camille.michel20@example.org;web;RAS
28-01-2026;9788422631880;1;21,15;lucas.lefebvre59@example.org;STORE;client fidèle
26-11-2025;9791020900593;2;22,94;lea.martin39@example.org;magasin;client fidèle
29-06-2026;9783442249329;1;30,86;arthur.moreau3@example.org;web;client fidèle
05-12-2025;9780072957549;1;29,61;theo.fournier89@example.org;online;
14-12-2025;9791020924636;1;12,62;ines.fournier53@example.org;magasin;client fidèle
21-03-2026;9780099558781;2;4,96;hugo.fournier70@example.org;magasin;
05-02-2026;9780263758993;2;29,41;ines.leroy86@example.org;online;commande spéciale
04-06-2026;9780141309750;1;11,58;lea.bertrand14@example.org;marketplace;commande spéciale
22-09-2025;9788422686569;2;21,02;camille.morel27@example.org;online;client fidèle
18-01-2026;9780141374239;1;29,99;theo.lefebvre23@example.org;magasin;commande spéciale
20-09-2025;9781414340913;3;16,05;manon.simon2@example.org;web;client fidèle
16-06-2026;9788481096156;1;29,89;manon.martin29@example.org;Magasin;
24-12-2025;9782843623103;1;28,09;nathan.david26@example.org;boutique;commande spéciale
23-12-2025;9780060291693;2;20,37;ines.michel58@example.org;site;
23-12-2025;9789508700568;2;33,82;hugo.martin48@example.org;Magasin;
11-04-2026;9781531888176;1;6,87;jade.simon20@example.org;STORE;RAS
15-05-2026;9788374805568;2;25,87;lucas.dubois93@example.org;web;RAS
25-09-2025;9791000000339;1;29,74;ines.bernard36@example.org;Magasin;
28-01-2026;9780385142519;1;13,21;lea.michel46@example.org;Magasin;client fidèle
25-12-2025;9780449908587;1;39,73;emma.bertrand97@example.org;Magasin;commande spéciale
17-04-2026;9780840356451;1;14,02;camille.fournier17@example.org;STORE;client fidèle
12-11-2025;9780063429147;2;11,22;manon.bertrand41@example.org;Magasin;commande spéciale
26-01-2026;9780750503075;1;30,05;hugo.leroy69@example.org;Magasin;RAS
22-12-2025;9782266208178;2;38,36;jules.bertrand75@example.org;magasin;
01-05-2026;9781476873626;2;30,87;chloe.dubois27@example.org;en ligne;client fidèle
29-04-2026;9781322110233;1;33,07;nathan.roux37@example.org;marketplace;RAS
21-02-2026;9780380813018;1;8,26;ines.david30@example.org;Magasin;client fidèle
29-03-2026;9781594131523;1;39,73;zoe.dubois1@example.org;boutique;RAS
23-10-2025;9791000000509;1;12,1;nathan.bernard21@example.org;magasin;commande spéciale
22-04-2026;9780810997516;1;34,68;gabriel.moreau57@example.org;web;
11-10-2025;9798739955418;1;14,95;manon.leroy29@example.org;MP;RAS
05-03-2026;9783552044319;1;8,06;camille.simon52@example.org;STORE;RAS
24-11-2025;9780007120970;2;11,36;gabriel.lefebvre62@example.org;magasin;RAS
17-01-2026;9786051719092;1;25,78;lea.michel33@example.org;magasin;client fidèle
22-12-2025;9780263122169;0;36,16;arthur.bertrand31@example.org;magasin;
22-03-2026;9791000000939;1;23,4;jules.fournier21@example.org;en ligne;
18-08-2025;9780825616495;3;32,85;gabriel.fournier54@example.org;boutique;client fidèle
11-03-2026;9781377100975;1;6,22;jules.roux42@example.org;magasin;RAS
16-08-2025;9781653656752;1;8,82;ines.roux60@example.org;magasin;client fidèle
06-08-2025;9791000000409;1;6,47;jules.lefebvre27@example.org;STORE;commande spéciale
11-02-2026;9791000000419;2;12,71;theo.bertrand64@example.org;STORE;RAS
22-01-2026;9781958292068;1;33,54;jules.leroy78@example.org;STORE;client fidèle
24-08-2025;9780373107148;1;38,0;jade.lefebvre9@example.org;boutique;client fidèle
11-10-2025;9791000000849;1;14,9;manon.david91@example.org;boutique;RAS
04-08-2025;9798454025748;1;36,47;jules.moreau97@example.org;STORE;client fidèle
08-07-2025;9781536435078;1;27,93;theo.bernard24@example.org;en ligne;
15-05-2026;9786055943370;2;25,37;hugo.morel99@example.org;boutique;commande spéciale
04-04-2026;9780224018616;1;19,32;zoe.michel56@example.org;magasin;RAS
15-01-2026;9780373114108;1;30,27;ines.fournier10@example.org;marketplace;client fidèle
06-12-2025;9780898796827;1;24,47;arthur.leroy28@example.org;online;
08-06-2026;9780786936137;1;5,26;nathan.leroy26@example.org;Magasin;commande spéciale
19-06-2026;9781322110233;1;11,74;zoe.bertrand2@example.org;boutique;
12-01-2026;9780263771213;1;35,56;arthur.bernard45@example.org;STORE;
09-04-2026;9780449235997;1;12,4;nathan.bernard61@example.org;Magasin;RAS
10-02-2026;9780825616518;1;34,31;arthur.bernard76@example.org;boutique;
06-06-2026;9780896216921;1;9,27;jules.fournier30@example.org;marketplace;commande spéciale
29-03-2026;9791000000959;0;20,21;zoe.laurent5@example.org;MP;commande spéciale
04-10-2025;9780655672241;1;4,96;gabriel.martin49@example.org;Magasin;client fidèle
04-03-2026;9780062273208;1;27,28;manon.morel77@example.org;Magasin;RAS
28-09-2025;9781798850466;1;31,07;zoe.bernard25@example.org;online;
29-01-2026;9780763603519;3;29,21;nathan.bertrand96@example.org;STORE;RAS
17-02-2026;9788834706107;2;17,08;theo.morel39@example.org;boutique;RAS
13-12-2025;9789994714094;2;27,68;jules.bertrand15@example.org;place de marché;client fidèle
23-08-2025;9780061741005;3;33,49;ines.bertrand56@example.org;Magasin;client fidèle
27-10-2025;9798705893843;2;7,14;zoe.michel37@example.org;online;RAS
19-07-2025;9780131272866;1;27,9;camille.roux70@example.org;boutique;
16-10-2025;9783550068751;2;12,41;gabriel.simon90@example.org;magasin;commande spéciale
06-03-2026;9781432899011;1;19,66;hugo.david39@example.org;STORE;
18-06-2026;9788324592838;2;32,02;emma.moreau39@example.org;STORE;RAS
12-12-2025;9780263853087;1;7,23;ines.bertrand61@example.org;boutique;RAS
01-04-2026;9798705893843;1;27,15;louis.laurent87@example.org;boutique;
10-01-2026;9781500420536;1;30,96;jade.morel21@example.org;Magasin;commande spéciale
22-02-2026;9791000000839;2;21,54;louis.moreau81@example.org;Magasin;RAS
16-06-2026;9789583004506;1;39,67;arthur.leroy97@example.org;Magasin;RAS
21-06-2026;9780007164943;1;7,9;chloe.bernard79@example.org;web;commande spéciale
19-04-2026;9791000000769;1;31,83;louis.bertrand29@example.org;boutique;RAS
22-06-2026;9783552044319;2;31,56;jade.dubois45@example.org;boutique;
06-11-2025;9781593976064;2;36,76;lucas.laurent44@example.org;en ligne;client fidèle
03-04-2026;9781730710735;1;23,57;hugo.bernard34@example.org;magasin;commande spéciale
27-10-2025;9780205176076;1;5,49;louis.leroy20@example.org;Magasin;commande spéciale
15-12-2025;9780971830516;1;26,18;theo.lefebvre75@example.org;Magasin;commande spéciale
21-08-2025;9780263138382;2;22,33;gabriel.david18@example.org;magasin;commande spéciale
04-01-2026;9780061550676;1;10,61;gabriel.leroy41@example.org;Magasin;commande spéciale
17-05-2026;9780805035650;1;18,19;louis.moreau3@example.org;boutique;RAS
05-04-2026;9781435336667;1;25,67;theo.michel60@example.org;web;commande spéciale
09-08-2025;9781538739723;1;5,08;theo.michel6@example.org;magasin;client fidèle
18-01-2026;9791000000929;2;22,7;camille.moreau27@example.org;Magasin;
26-07-2025;9780736614818;2;14,55;arthur.laurent74@example.org;magasin;
07-02-2026;9783453161818;0;13,5;hugo.fournier88@example.org;site;
18-08-2025;9780446511070;2;28,91;jade.michel31@example.org;Magasin;commande spéciale
12-09-2025;9780263775051;1;34,13;theo.bernard38@example.org;magasin;client fidèle
17-12-2025;9780856352737;1;37,3;jade.dubois21@example.org;STORE;RAS
23-08-2025;9780807217696;1;15,55;gabriel.bernard5@example.org;Magasin;commande spéciale
29-01-2026;9780706968019;1;27,86;jules.dubois50@example.org;site;client fidèle
29-04-2026;9780061492570;1;20,15;ines.moreau66@example.org;magasin;
11-01-2026;9791000000139;2;36,41;manon.bernard4@example.org;MP;RAS
09-03-2026;9781417701155;1;15,81;arthur.fournier29@example.org;boutique;
06-02-2026;9780263782011;1;10,79;manon.dubois28@example.org;place de marché;commande spéciale
25-12-2025;9781421809083;2;34,49;camille.lefebvre10@example.org;magasin;
08-07-2025;9798513996880;1;10,57;lucas.martin22@example.org;web;RAS
14-07-2025;9781476873626;1;31,02;gabriel.michel57@example.org;site;client fidèle
21-12-2025;9780373833740;3;27,76;nathan.lefebvre98@example.org;magasin;RAS
21-04-2026;9788440220677;1;13,54;lea.dubois73@example.org;boutique;commande spéciale
23-04-2026;9788191032406;1;33,55;louis.leroy86@example.org;magasin;client fidèle
31-05-2026;9780679432531;1;25,26;lucas.dubois15@example.org;Magasin;commande spéciale
07-04-2026;9780756956691;1;33,36;gabriel.roux56@example.org;web;
24-07-2025;9780594091400;1;6,52;hugo.bertrand18@example.org;STORE;
04-05-2026;9781591846918;1;25,77;hugo.martin32@example.org;web;commande spéciale
25-09-2025;9781689366922;1;18,57;emma.morel31@example.org;boutique;commande spéciale
22-11-2025;9798688109153;1;36,81;hugo.lefebvre83@example.org;Magasin;commande spéciale
16-10-2025;9781250242754;1;13,92;lucas.bertrand68@example.org;magasin;client fidèle
14-07-2025;9781442486126;1;13,51;nathan.laurent72@example.org;Magasin;
04-09-2025;9789799831750;1;22,74;camille.simon8@example.org;en ligne;commande spéciale
