date_vente,isbn,quantite,prix_unitaire,email_client,canal
23 juillet 2025,9780449908587,1,18.82,ines.moreau24@example.org,boutique
24 décembre 2025,9781568655611,3,5.28,camille.lefebvre77@example.org,site
27 novembre 2025,9781957568225,1,22.07,gabriel.martin10@example.org,en ligne
29 juin 2026,9780156035156,1,12.5,hugo.laurent41@example.org,magasin
28 mars 2026,9783464107676,1,27.35,manon.simon35@example.org,magasin
11 octobre 2025,9780008115456,1,22.94,theo.david63@example.org,STORE
27 décembre 2025,9784871877664,1,36.89,hugo.leroy18@example.org,magasin
1 mai 2026,9788834706107,2,6.61,jules.lefebvre66@example.org,online
18 décembre 2025,9780593724309,1,32.02,chloe.bertrand41@example.org,Magasin
23 mai 2026,9781504765145,2,18.09,jules.david29@example.org,online
15 octobre 2025,9781478312932,0,6.91,louis.laurent61@example.org,en ligne
30 décembre 2025,9780307932426,2,33.92,hugo.dubois79@example.org,STORE
28 juin 2026,9781448105618,1,22.49,louis.bertrand34@example.org,boutique
6 avril 2026,9781283677127,1,23.17,zoe.david47@example.org,Magasin
31 juillet 2025,9780061741005,1,13.72,jade.martin11@example.org,Magasin
14 août 2025,9781841593326,1,5.41,jules.martin94@example.org,web
12 juin 2026,9780671827038,2,36.53,ines.roux84@example.org,Magasin
14 février 2026,9781092148580,1,33.07,arthur.lefebvre62@example.org,online
1 juillet 2025,9781955876162,1,37.74,arthur.morel16@example.org,STORE
7 octobre 2025,9780263853087,1,35.58,emma.leroy83@example.org,boutique
30 décembre 2025,9788439707929,2,31.81,ines.dubois73@example.org,boutique
9 janvier 2026,9798790221941,1,10.83,lucas.morel33@example.org,MP
10 novembre 2025,9781532913686,1,15.3,hugo.roux58@example.org,en ligne
16 décembre 2025,9780140281118,1,15.06,louis.dubois88@example.org,site
12 novembre 2025,9788447368990,1,13.6,manon.lefebvre51@example.org,en ligne
28 juin 2026,978030747249X,1,27.92,camille.bernard72@example.org,Magasin
19 juin 2026,9780330471138,1,34.05,jules.laurent31@example.org,STORE
14 septembre 2025,9781089496199,2,20.46,lucas.morel89@example.org,place de marché
30 mai 2026,9791000000979,1,13.93,camille.dubois75@example.org,Magasin
31 octobre 2025,9780385233132,1,14.07,louis.morel36@example.org,site
10 novembre 2025,9780307568083,2,31.57,theo.bertrand55@example.org,Magasin
18 mai 2026,9785553671754,2,24.25,jules.leroy92@example.org,online
8 novembre 2025,9791000000629,1,21.76,theo.lefebvre60@example.org,magasin
14 février 2026,9780593105061,1,21.51,lea.simon53@example.org,magasin
23 janvier 2026,9789022591932,1,21.8,jade.lefebvre11@example.org,web
11 mars 2026,9782702400500,1,5.21,chloe.bernard73@example.org,site
29 janvier 2026,9781737507710,2,8.76,louis.laurent96@example.org,Magasin
6 avril 2026,9781442486126,2,27.26,gabriel.lefebvre51@example.org,web
8 août 2025,9788422686569,1,15.55,louis.dubois33@example.org,MP
9 avril 2026,9780256234787,1,39.44,zoe.bernard51@example.org,Magasin
15 novembre 2025,9780373020751,1,17.22,emma.simon59@example.org,STORE
7 octobre 2025,9791000000819,1,9.86,jules.martin80@example.org,web
5 août 2025,9781844135844,2,12.97,ines.laurent17@example.org,STORE
19 août 2025,9791000000899,1,35.5,louis.fournier24@example.org,magasin
16 avril 2026,9781629376363,1,7.76,camille.lefebvre4@example.org,Magasin
31 mai 2026,9780451118103,3,25.94,nathan.moreau13@example.org,Magasin
30 novembre 2025,9789868856097,1,11.45,jade.laurent21@example.org,MP
5 juillet 2025,9780393925340,1,17.27,hugo.bertrand95@example.org,boutique
15 août 2025,9780263053043,1,16.44,theo.bertrand52@example.org,online
2 mai 2026,9780375507250,1,25.34,lucas.fournier74@example.org,Magasin
28 octobre 2025,9798739934543,2,21.5,lucas.michel69@example.org,boutique
9 octobre 2025,9780718188740,1,36.32,chloe.simon40@example.org,STORE
7 octobre 2025,9780679728054,1,21.17,hugo.michel65@example.org,Magasin
20 mai 2026,9781857234701,2,39.3,theo.bertrand40@example.org,magasin
23 janvier 2026,9791000000559,3,31.11,gabriel.fournier58@example.org,boutique
21 mai 2026,9780471119463,1,29.62,camille.laurent18@example.org,STORE
9 mai 2026,9780750503075,1,7.2,louis.laurent58@example.org,STORE
25 mai 2026,9782702411933,2,16.58,gabriel.roux85@example.org,MP
25 septembre 2025,9780061550676,1,30.62,arthur.dubois16@example.org,magasin
10 juillet 2025,9781502784278,1,30.1,chloe.roux97@example.org,magasin
2 juillet 2025,9780241753859,1,32.12,lucas.roux45@example.org,STORE
4 février 2026,9789584275097,1,39.46,jules.bertrand81@example.org,Magasin
30 octobre 2025,9780563524922,1,38.73,camille.martin42@example.org,STORE
24 mars 2026,9780898796827,1,29.31,chloe.bernard36@example.org,web
30 janvier 2026,9783552044319,3,21.97,chloe.dubois14@example.org,place de marché
31 août 2025,9791000000339,0,13.92,ines.roux81@example.org,web
15 juin 2026,9781441739001,1,38.79,jade.fournier80@example.org,magasin
4 août 2025,9783898535526,1,6.83,gabriel.simon90@example.org,web
5 janvier 2026,9780142413401,1,26.96,jade.martin73@example.org,magasin
8 août 2025,9780155826083,2,4.98,lea.simon85@example.org,web
30 janvier 2026,9780061492570,1,14.84,theo.simon81@example.org,marketplace
8 mai 2026,9781594131523,1,6.58,gabriel.martin15@example.org,en ligne
12 octobre 2025,9780786230358,1,39.0,camille.simon29@example.org,boutique
24 décembre 2025,9791000000909,1,10.62,theo.david72@example.org,site
1 décembre 2025,9781250242754,1,13.87,manon.leroy90@example.org,en ligne
19 août 2025,9780316479264,1,30.42,louis.bertrand37@example.org,magasin
23 mai 2026,9791000000159,1,32.57,theo.bernard11@example.org,web
17 avril 2026,9780416225907,1,12.8,lea.bertrand51@example.org,Magasin
17 juin 2026,9780471119463,1,28.5,lucas.dubois10@example.org,STORE
10 janvier 2026,9788447333165,2,6.02,chloe.roux34@example.org,web
17 juillet 2025,9788074770814,1,27.88,emma.simon70@example.org,STORE
11 octobre 2025,9781594488849,2,38.5,jules.moreau62@example.org,magasin
27 février 2026,9780358213253,2,9.93,lucas.leroy72@example.org,Magasin
18 juin 2026,9788477111252,1,11.77,jules.lefebvre33@example.org,Magasin
9 août 2025,9780786230358,1,39.02,lucas.bertrand84@example.org,marketplace
8 juillet 2025,9781432899011,1,7.05,nathan.moreau91@example.org,place de marché
11 mars 2026,9780267171989,1,5.82,manon.leroy46@example.org,STORE
25 août 2025,9780316310420,2,38.68,emma.david25@example.org,en ligne
23 août 2025,9780754000471,2,25.13,ines.dubois41@example.org,STORE
24 juin 2026,9781976087097,1,15.94,lucas.michel11@example.org,en ligne
18 septembre 2025,9780198118244,3,31.52,zoe.martin9@example.org,magasin
4 juin 2026,9780788729386,1,9.66,manon.bernard64@example.org,online
19 août 2025,9791000000079,2,22.73,hugo.dubois33@example.org,magasin
23 décembre 2025,9791000000529,2,37.47,gabriel.fournier10@example.org,boutique
28 janvier 2026,9780511783289,1,22.78,jules.martin10@example.org,magasin
15 octobre 2025,9781408998465,3,5.31,gabriel.lefebvre75@example.org,Magasin
5 janvier 2026,9780007815586,0,27.53,hugo.dubois29@example.org,boutique
5 décembre 2025,9780313207693,1,15.38,jade.dubois23@example.org,magasin
13 novembre 2025,9781568655611,1,6.47,chloe.leroy87@example.org,site
11 mai 2026,9781690319849,1,31.52,manon.dubois68@example.org,magasin
27 octobre 2025,9781538739723,1,38.22,arthur.dubois11@example.org,magasin
9 mars 2026,9780007164943,1,38.25,nathan.martin48@example.org,site
27 décembre 2025,9789189298323,1,35.27,lea.simon44@example.org,MP
7 décembre 2025,9789719201847,1,39.0,lucas.dubois80@example.org,Magasin
17 mai 2026,9780525537113,1,7.9,chloe.dubois71@example.org,STORE
26 mars 2026,9781695322240,3,28.22,jules.david21@example.org,magasin
13 mai 2026,9781408999011,1,20.75,louis.michel41@example.org,site
2 novembre 2025,9780670058167,1,5.66,ines.fournier63@example.org,site
3 novembre 2025,9789020554113,1,38.44,jade.dubois93@example.org,MP
20 octobre 2025,9780061550676,2,14.43,lea.moreau3@example.org,magasin
16 octobre 2025,9781442421844,1,15.2,theo.dubois11@example.org,STORE
25 mai 2026,9782376862185,1,35.47,camille.fournier48@example.org,STORE
12 mai 2026,9780061542954,2,36.06,arthur.martin85@example.org,web
4 décembre 2025,9781442426757,1,26.55,arthur.roux75@example.org,Magasin
27 décembre 2025,9781713532125,1,19.94,theo.bernard9@example.org,web
15 février 2026,9780099558781,1,14.76,jade.lefebvre22@example.org,Magasin
6 octobre 2025,9781478312932,1,22.41,jules.lefebvre15@example.org,site
22 novembre 2025,9798438389804,1,27.8,lucas.david24@example.org,web
3 août 2025,9780071332484,2,32.4,arthur.fournier2@example.org,STORE
24 juin 2026,9781536681949,3,30.16,hugo.david92@example.org,boutique
9 avril 2026,9780385094436,2,12.72,nathan.michel10@example.org,Magasin
15 mai 2026,9791000000019,1,15.38,theo.michel75@example.org,MP
28 août 2025,9780263096347,1,23.16,ines.bernard15@example.org,magasin
6 avril 2026,9791000000269,1,12.99,jules.moreau64@example.org,magasin
5 janvier 2026,9791000000609,3,18.68,louis.michel39@example.org,boutique
30 septembre 2025,9780316310420,2,16.5,theo.bertrand49@example.org,boutique
21 novembre 2025,9780739370971,1,22.09,camille.leroy86@example.org,magasin
21 juin 2026,9780821778555,1,6.89,arthur.leroy34@example.org,STORE
31 juillet 2025,9781338611991,2,33.72,manon.dubois36@example.org,STORE
12 février 2026,9780130853660,2,18.87,gabriel.martin37@example.org,MP
20 janvier 2026,9780679728054,0,20.73,nathan.leroy68@example.org,magasin
27 mars 2026,9780470083734,2,29.88,hugo.laurent58@example.org,Magasin
30 janvier 2026,9788447368990,3,30.73,lucas.bertrand17@example.org,Magasin
20 juin 2026,9780263771213,1,27.16,nathan.simon54@example.org,online
23 novembre 2025,9780800854539,2,32.51,manon.david99@example.org,STORE
10 février 2026,9789630711722,1,33.07,zoe.roux93@example.org,magasin
12 février 2026,9781616960926,1,15.43,lucas.simon27@example.org,magasin
6 août 2025,9780945353874,1,31.98,manon.bernard20@example.org,MP
27 décembre 2025,9798893310856,1,27.1,lucas.michel58@example.org,boutique
4 janvier 2026,9781480342187,1,27.36,louis.simon14@example.org,Magasin
21 mai 2026,9789711024154,1,15.85,jade.laurent20@example.org,STORE
5 décembre 2025,9781119621508,1,9.29,emma.martin24@example.org,boutique
7 août 2025,9780756956691,1,36.52,jade.martin59@example.org,boutique
19 septembre 2025,9780511783289,1,33.83,nathan.bertrand36@example.org,Magasin
15 mai 2026,9789812340931,1,12.71,louis.simon5@example.org,magasin
21 septembre 2025,9791000000999,1,24.78,jade.bertrand80@example.org,boutique
31 juillet 2025,9781083144430,2,19.46,lucas.martin51@example.org,online
28 août 2025,9780590113076,2,39.23,manon.laurent86@example.org,MP
20 janvier 2026,9780802142641,1,13.86,nathan.bertrand4@example.org,magasin
12 juin 2026,9780263120974,1,24.67,arthur.michel96@example.org,site
27 janvier 2026,9780071332484,1,11.1,lucas.bernard90@example.org,Magasin
5 mai 2026,9780812992182,1,32.56,gabriel.martin44@example.org,Magasin
11 août 2025,9791000000749,1,32.7,manon.dubois23@example.org,magasin
24 juillet 2025,9791000000259,1,7.28,jules.lefebvre59@example.org,boutique
14 avril 2026,9780805243550,1,37.46,ines.leroy73@example.org,boutique
7 mars 2026,9791000000569,1,23.64,jade.martin11@example.org,online
19 juin 2026,9781974343539,1,35.17,zoe.moreau65@example.org,site
2 août 2025,9780739371077,1,27.61,louis.david75@example.org,boutique
29 mars 2026,9781250819369,1,38.66,emma.moreau60@example.org,MP
16 novembre 2025,979821701436X,2,32.89,jade.david31@example.org,boutique
8 avril 2026,9780061351426,1,23.93,gabriel.martin36@example.org,magasin
25 septembre 2025,9780894108815,1,30.13,lucas.simon81@example.org,MP
26 avril 2026,9780321623539,1,25.31,arthur.martin17@example.org,magasin
30 novembre 2025,9780356502410,1,30.74,jules.laurent61@example.org,online
15 septembre 2025,9791000000909,1,19.63,lucas.laurent38@example.org,magasin
23 juillet 2025,9780061734526,2,11.52,zoe.fournier5@example.org,boutique
29 janvier 2026,9780881039108,3,5.66,camille.moreau42@example.org,online
25 septembre 2025,9780655672241,3,33.44,manon.michel86@example.org,en ligne
20 janvier 2026,9783499174766,1,31.41,lucas.fournier12@example.org,site
17 juillet 2025,9791000000359,1,31.15,hugo.dubois24@example.org,Magasin
6 août 2025,9788440220677,1,33.32,ines.bernard24@example.org,STORE
26 septembre 2025,9780061351426,1,32.7,lea.michel77@example.org,en ligne
13 septembre 2025,9798893311020,2,25.99,lucas.moreau70@example.org,MP
12 février 2026,9780593160015,2,21.44,jade.bernard63@example.org,Magasin
6 mars 2026,9780785752387,1,13.65,lucas.fournier67@example.org,boutique
8 juillet 2025,9798438389804,1,12.16,theo.martin66@example.org,boutique
8 octobre 2025,9781440758089,1,18.39,nathan.simon82@example.org,web
29 janvier 2026,9780060934514,1,27.31,camille.leroy3@example.org,online
30 janvier 2026,9780136054054,1,5.39,louis.morel19@example.org,Magasin
7 juillet 2025,9780394299877,1,18.98,camille.laurent61@example.org,marketplace
13 avril 2026,9783442249329,1,12.36,lea.laurent19@example.org,site
27 février 2026,9780142423295,1,10.75,hugo.roux23@example.org,boutique
26 juin 2026,9780140138351,1,35.44,ines.laurent21@example.org,online
3 septembre 2025,9780142427835,1,30.3,hugo.michel94@example.org,web
6 décembre 2025,9780241968154,1,10.65,lea.morel79@example.org,STORE
23 août 2025,9781473888357,3,19.24,lea.david65@example.org,site
17 mars 2026,9786051719092,2,25.73,jules.laurent3@example.org,boutique
29 septembre 2025,9788447368990,1,14.01,theo.simon17@example.org,boutique
5 mai 2026,9781529369526,1,21.79,emma.bertrand91@example.org,Magasin
14 septembre 2025,9788494945786,2,39.78,hugo.dubois41@example.org,magasin
17 janvier 2026,9780060721428,2,11.14,louis.roux57@example.org,en ligne
13 août 2025,9780843934632,1,16.47,lea.michel1@example.org,Magasin
29 novembre 2025,9780007354733,1,16.0,nathan.moreau26@example.org,Magasin
3 juillet 2025,9791000000749,2,16.57,zoe.simon20@example.org,Magasin
4 décembre 2025,9791000000309,3,6.83,lea.leroy11@example.org,boutique
7 septembre 2025,9780358023951,1,9.99,nathan.roux91@example.org,marketplace
21 janvier 2026,9780534359454,3,34.96,gabriel.moreau56@example.org,STORE
2 août 2025,9791000000959,1,35.73,gabriel.david47@example.org,MP
24 avril 2026,9781408999011,3,25.63,gabriel.roux57@example.org,online
3 octobre 2025,9780061542954,1,14.23,theo.roux91@example.org,STORE
26 novembre 2025,9783898535526,1,4.66,manon.moreau88@example.org,en ligne
29 novembre 2025,9780007527564,1,19.3,gabriel.moreau16@example.org,MP
17 novembre 2025,9780521205542,3,9.74,emma.bernard24@example.org,STORE
27 mai 2026,9780547524009,2,32.61,arthur.moreau66@example.org,magasin
15 juin 2026,9780007299805,1,12.73,zoe.moreau14@example.org,online
17 juillet 2025,9781593157135,1,37.36,hugo.bertrand72@example.org,STORE
14 octobre 2025,9783898535526,1,8.08,theo.simon27@example.org,STORE
20 octobre 2025,9780525537113,1,30.41,theo.moreau9@example.org,Magasin
6 mai 2026,9780590113076,3,38.71,jade.moreau26@example.org,MP
18 mai 2026,9780385094436,2,35.36,chloe.moreau82@example.org,boutique
25 août 2025,9780945353874,2,23.78,emma.bertrand87@example.org,boutique
3 avril 2026,9780263784701,1,27.33,manon.simon99@example.org,magasin
20 mars 2026,9791000000559,1,20.81,gabriel.roux88@example.org,magasin
5 juin 2026,9780613135818,1,7.52,louis.simon38@example.org,web
2 décembre 2025,9780312472849,1,19.31,nathan.moreau28@example.org,Magasin
23 octobre 2025,9781414340913,1,14.79,jade.bernard56@example.org,magasin
6 juillet 2025,9798352831533,1,12.52,camille.lefebvre97@example.org,boutique
10 août 2025,9791020924636,1,13.69,camille.michel78@example.org,STORE
9 août 2025,9780658006340,1,32.45,theo.fournier1@example.org,place de marché
15 mai 2026,9781101216347,1,39.45,gabriel.lefebvre19@example.org,site
10 avril 2026,9780823420278,1,11.42,nathan.david49@example.org,Magasin
20 mai 2026,9780486243832,1,28.91,jade.bertrand34@example.org,Magasin
8 juillet 2025,9791000000109,2,8.64,emma.david47@example.org,MP
31 août 2025,9780486243832,3,16.05,camille.laurent51@example.org,magasin
29 novembre 2025,9781957568225,1,34.44,manon.martin30@example.org,Magasin
10 janvier 2026,9780763603519,1,16.74,gabriel.fournier76@example.org,magasin
15 août 2025,9781957635002,1,37.55,jules.roux46@example.org,Magasin
12 juin 2026,9780807275122,1,22.53,ines.dubois65@example.org,boutique
16 octobre 2025,9783464107676,1,39.61,arthur.leroy28@example.org,STORE
31 décembre 2025,9780671868376,1,28.26,nathan.fournier78@example.org,Magasin
24 février 2026,9781439580721,1,17.31,jade.bertrand85@example.org,web
30 juin 2026,9798739955418,1,14.05,arthur.bertrand53@example.org,boutique
29 septembre 2025,9788422686569,1,7.22,nathan.morel56@example.org,STORE
23 mai 2026,9781283677127,1,16.28,chloe.roux35@example.org,en ligne
3 février 2026,9783453089228,1,26.28,emma.roux34@example.org,online
1 août 2025,9780007527564,1,20.84,emma.leroy43@example.org,STORE
19 novembre 2025,9783849536206,1,11.73,theo.moreau11@example.org,en ligne
26 juin 2026,9780263119763,1,36.74,lucas.laurent40@example.org,site
22 février 2026,9780373024209,1,15.52,emma.leroy47@example.org,Magasin
6 décembre 2025,9780553539899,3,17.6,arthur.david89@example.org,Magasin
11 juillet 2025,9780061762604,1,37.1,gabriel.michel30@example.org,marketplace
3 juin 2026,9791000000039,1,33.24,arthur.simon10@example.org,place de marché
25 avril 2026,9780785748663,1,27.71,nathan.roux37@example.org,site
25 octobre 2025,9781436253796,3,18.95,lucas.bertrand6@example.org,STORE
2 août 2025,9798438389804,1,9.91,emma.dubois7@example.org,boutique
15 août 2025,9780061734526,1,26.38,camille.dubois75@example.org,en ligne
17 août 2025,9781305639614,1,36.46,zoe.dubois79@example.org,magasin
6 janvier 2026,9780312472849,1,21.55,chloe.bertrand80@example.org,site
11 mars 2026,9781442472426,1,31.76,ines.michel70@example.org,STORE
12 janvier 2026,9787555027706,1,33.65,hugo.morel82@example.org,STORE
29 janvier 2026,9781283677127,1,37.03,chloe.bertrand38@example.org,web
13 avril 2026,9780061542954,1,11.88,nathan.michel7@example.org,online
8 novembre 2025,9781593157135,2,13.81,jules.moreau47@example.org,web
26 novembre 2025,9791000000519,3,38.67,arthur.bertrand81@example.org,web
17 juin 2026,9780141038148,1,31.08,jules.morel91@example.org,Magasin
16 septembre 2025,9780373114108,3,26.64,louis.bernard50@example.org,magasin
6 juin 2026,9780263757538,1,38.54,lea.leroy49@example.org,online
6 juin 2026,9780393419610,1,7.51,camille.leroy8@example.org,marketplace
29 octobre 2025,9791000000429,1,13.03,jade.roux88@example.org,MP
11 juin 2026,9780061244650,2,28.22,lucas.lefebvre78@example.org,MP
31 décembre 2025,9780256234787,1,27.84,lea.roux84@example.org,boutique
17 février 2026,9780671702427,1,18.33,jade.dubois40@example.org,magasin
27 octobre 2025,9788422686569,2,38.76,emma.martin29@example.org,site
24 décembre 2025,9781910695821,1,15.86,jules.roux83@example.org,magasin
15 mai 2026,9780198118312,1,21.47,jade.roux31@example.org,en ligne
24 mai 2026,9783596035694,3,33.95,camille.michel92@example.org,Magasin
18 octobre 2025,9791000000439,1,20.24,ines.fournier28@example.org,STORE
27 juillet 2025,9783785530030,1,15.12,jade.michel67@example.org,boutique
12 avril 2026,9780451622891,1,30.15,louis.martin10@example.org,magasin
27 août 2025,9780807217696,1,36.48,lucas.david40@example.org,en ligne
8 avril 2026,9780061728419,1,25.55,camille.lefebvre35@example.org,site
19 juin 2026,9780385233132,2,21.0,chloe.david18@example.org,boutique
30 mai 2026,9780263853087,1,26.28,jules.dubois45@example.org,STORE
18 mai 2026,9789630711722,3,23.25,lea.martin27@example.org,web
18 novembre 2025,9780970373908,2,12.63,arthur.dubois66@example.org,magasin
15 septembre 2025,9791000000329,2,25.65,louis.roux44@example.org,Magasin
30 décembre 2025,9791000000069,3,10.01,chloe.lefebvre8@example.org,magasin
7 mai 2026,9780263138382,2,37.49,chloe.moreau90@example.org,magasin
20 septembre 2025,9780263782011,1,18.2,gabriel.fournier69@example.org,web
23 septembre 2025,9788466642613,1,10.18,chloe.moreau39@example.org,STORE
25 décembre 2025,9788845212178,1,26.54,lucas.michel45@example.org,Magasin
23 avril 2026,9791000000799,1,37.6,ines.fournier77@example.org,magasin
17 avril 2026,9781305639614,2,7.16,theo.lefebvre47@example.org,boutique
4 février 2026,9780945001102,1,20.5,louis.simon54@example.org,en ligne
29 décembre 2025,9798705893843,1,15.54,arthur.michel54@example.org,en ligne
13 décembre 2025,9783442457472,1,30.09,ines.bernard72@example.org,online
27 juillet 2025,9789020632729,1,30.33,gabriel.laurent44@example.org,site
26 avril 2026,9781974343539,1,26.32,ines.michel65@example.org,Magasin
23 septembre 2025,9780061744303,1,38.39,arthur.roux46@example.org,magasin
6 avril 2026,9789508700568,2,15.1,jade.michel1@example.org,online
26 juin 2026,9783596035694,2,11.0,lucas.martin92@example.org,STORE
11 septembre 2025,9780898451429,1,4.5,louis.martin82@example.org,boutique
28 septembre 2025,9781500420536,1,31.95,hugo.leroy2@example.org,boutique
10 juin 2026,9781405224031,1,29.28,jade.fournier18@example.org,Magasin
13 décembre 2025,9791000000819,2,35.89,theo.leroy60@example.org,STORE
27 février 2026,9781473888357,1,28.23,emma.david77@example.org,STORE
13 avril 2026,9789643114190,1,39.36,ines.moreau81@example.org,boutique
4 juin 2026,9780394179933,1,26.71,lea.michel76@example.org,STORE
26 décembre 2025,9791000000469,2,27.43,ines.dubois18@example.org,Magasin
12 décembre 2025,9781804990278,1,4.75,jules.bernard71@example.org,site
2 décembre 2025,9780380395606,1,13.33,lea.bernard11@example.org,STORE
2 février 2026,9788828350453,1,34.61,nathan.fournier7@example.org,en ligne
22 novembre 2025,9798515079307,0,15.91,jade.david14@example.org,online
15 novembre 2025,9781531888176,1,29.45,arthur.simon67@example.org,web
10 juin 2026,9780996487191,1,30.53,louis.bernard3@example.org,STORE
12 juin 2026,9781975618674,3,33.3,louis.leroy81@example.org,Magasin
18 avril 2026,9783442249329,2,23.87,louis.simon43@example.org,magasin
7 décembre 2025,9780143469131,1,35.9,jules.roux27@example.org,online
15 février 2026,9783458080664,1,4.58,zoe.fournier75@example.org,Magasin
16 juillet 2025,9780241269657,1,7.78,gabriel.roux36@example.org,site
3 janvier 2026,9781984801494,1,33.43,manon.morel72@example.org,boutique
4 mai 2026,9789868856097,3,32.28,lucas.leroy21@example.org,Magasin
1 août 2025,9780833589484,1,26.43,emma.dubois54@example.org,magasin
15 janvier 2026,9781442426757,1,36.05,camille.michel3@example.org,web
2 septembre 2025,9780878210329,1,29.69,lucas.fournier10@example.org,boutique
16 mai 2026,9780898451429,2,17.44,jade.roux15@example.org,STORE
26 février 2026,9781591847816,2,25.77,chloe.leroy45@example.org,place de marché
11 octobre 2025,9780241573754,1,24.57,manon.roux89@example.org,site
3 avril 2026,9781119675655,1,29.52,arthur.fournier1@example.org,magasin
15 août 2025,9789578278035,2,28.87,lea.bernard93@example.org,boutique
28 février 2026,9785763905953,1,28.16,louis.moreau26@example.org,magasin
24 septembre 2025,9788501110008,1,36.55,camille.david60@example.org,magasin
15 mars 2026,9780945353874,2,19.24,hugo.bertrand66@example.org,Magasin
12 mai 2026,9780823022748,1,22.65,lea.moreau87@example.org,web
26 juillet 2025,9781760892531,1,9.52,jules.laurent37@example.org,STORE
31 octobre 2025,9783893400614,1,25.87,nathan.michel33@example.org,en ligne
18 juillet 2025,9780810918849,1,9.5,ines.roux76@example.org,magasin
20 mai 2026,9783442353927,1,10.31,manon.morel13@example.org,Magasin
2 septembre 2025,9788835161189,2,27.63,hugo.fournier81@example.org,magasin
10 mars 2026,9780586045145,1,13.61,hugo.martin44@example.org,Magasin
18 décembre 2025,9798417660092,2,7.72,hugo.moreau32@example.org,STORE
28 octobre 2025,9780373511648,1,31.41,jules.bernard81@example.org,STORE
10 mai 2026,9791000000809,3,21.72,gabriel.leroy48@example.org,en ligne
11 août 2025,9781101137833,1,20.49,jules.michel22@example.org,magasin
24 août 2025,9780263753820,1,4.85,jade.michel37@example.org,STORE
18 octobre 2025,9781726017640,1,24.86,nathan.morel90@example.org,web
18 décembre 2025,9780333675182,1,8.05,hugo.laurent33@example.org,online
18 juin 2026,9791000000049,2,16.05,emma.fournier73@example.org,magasin
27 mars 2026,9781847941831,1,25.23,manon.simon35@example.org,en ligne
10 février 2026,9780593109069,1,21.0,emma.david98@example.org,site
6 novembre 2025,9788418483448,2,39.6,nathan.lefebvre47@example.org,Magasin
9 novembre 2025,9780307291813,1,13.81,jade.simon13@example.org,STORE
4 décembre 2025,9780155826083,1,17.35,theo.leroy9@example.org,STORE
20 septembre 2025,9780195365931,1,35.91,jade.laurent49@example.org,en ligne
13 avril 2026,9780142427835,1,5.38,hugo.bernard61@example.org,en ligne
30 octobre 2025,9791000000639,1,12.42,gabriel.bertrand78@example.org,Magasin
27 mars 2026,9781408998465,1,21.76,arthur.dubois96@example.org,Magasin
2 janvier 2026,9780072457445,2,10.28,nathan.dubois41@example.org,site
27 mars 2026,9783442457472,1,31.31,louis.laurent61@example.org,web
19 février 2026,9791000000379,1,20.24,lea.roux62@example.org,STORE
2 mars 2026,9781250275042,3,6.34,gabriel.moreau21@example.org,boutique
6 mai 2026,9780061003776,1,24.17,arthur.lefebvre27@example.org,boutique
20 septembre 2025,9788371501531,0,23.3,chloe.david59@example.org,MP
6 avril 2026,9791000000149,2,10.84,gabriel.moreau21@example.org,magasin
21 novembre 2025,9780140256352,0,31.61,nathan.bertrand8@example.org,STORE
15 avril 2026,9781957568225,1,22.76,lea.leroy16@example.org,site
5 mai 2026,9780008653149,1,24.37,arthur.fournier91@example.org,web
25 mai 2026,9781119251736,1,11.22,ines.simon25@example.org,STORE
23 novembre 2025,9798846711082,1,29.71,zoe.dubois81@example.org,magasin
16 avril 2026,9780198118312,3,11.06,emma.laurent26@example.org,magasin
10 mai 2026,9780756992248,1,30.71,zoe.moreau15@example.org,online
7 septembre 2025,9780394179933,1,4.63,arthur.morel22@example.org,STORE
15 mars 2026,9788828350453,2,30.58,arthur.bernard18@example.org,magasin
24 septembre 2025,9781480342187,1,33.22,gabriel.roux10@example.org,marketplace
27 août 2025,9781559213356,0,34.1,louis.lefebvre98@example.org,boutique
26 novembre 2025,9780141038148,1,10.75,jules.lefebvre50@example.org,place de marché
9 août 2025,9788834706107,1,36.57,chloe.bernard12@example.org,Magasin
22 avril 2026,9780450055492,1,18.86,jules.bernard69@example.org,magasin
19 novembre 2025,9780550200686,3,31.1,zoe.lefebvre50@example.org,magasin
3 septembre 2025,9781250819369,1,9.37,arthur.simon12@example.org,magasin
10 juillet 2025,9781502784278,1,19.05,lucas.lefebvre40@example.org,marketplace
1 mars 2026,9780747557777,1,14.06,zoe.david12@example.org,STORE
4 janvier 2026,9788422686569,1,18.25,jules.dubois14@example.org,web
9 août 2025,9780671868376,1,18.91,arthur.dubois43@example.org,magasin
2 mai 2026,9780198118244,1,5.61,chloe.morel93@example.org,magasin
11 janvier 2026,9781101138816,1,5.37,jules.michel59@example.org,STORE
28 septembre 2025,9780586045145,1,35.08,emma.roux21@example.org,STORE
18 janvier 2026,9780517082461,3,31.24,manon.lefebvre49@example.org,boutique
7 février 2026,9798719179537,1,17.62,jules.moreau50@example.org,en ligne
22 novembre 2025,9780263762495,2,11.72,louis.laurent56@example.org,Magasin
13 janvier 2026,9780769206684,2,10.42,arthur.michel10@example.org,Magasin
11 février 2026,9789993957720,1,32.99,ines.dubois97@example.org,boutique
26 septembre 2025,9781572707313,1,25.65,gabriel.laurent19@example.org,STORE
16 février 2026,9781402593833,1,14.12,arthur.bernard80@example.org,Magasin
