date_vente,isbn,quantite,prix_unitaire_eur,email_client,canal,id_caisse,version_export
2025-08-01,9791000000729,1,26.61,,en ligne,7538,v2.3
2026-02-09,9780007527564,1,37.13,,boutique,1267,v2.3
2025-09-15,9780606404518,2,31.89,nathan.bertrand67@example.org,Magasin,9416,v2.3
2026-03-18,9791000000019,1,29.01,chloe.fournier39@example.org,place de marché,1702,v2.3
2025-10-27,9798987380420,1,17.24,jules.leroy23@example.org,magasin,6478,v2.3
2026-03-20,9780670058167,0,18.28,jules.dubois72@example.org,en ligne,2642,v2.3
2025-09-17,9789999589604,1,19.36,emma.david49@example.org,STORE,4144,v2.3
2025-11-29,9781721284443,1,28.52,theo.morel59@example.org,site,2237,v2.3
2026-02-19,9780816150694,1,12.8,arthur.david78@example.org,boutique,7558,v2.3
2026-05-23,9780061492570,2,19.77,emma.moreau88@example.org,boutique,6286,v2.3
2026-06-15,9782266208178,1,27.03,arthur.leroy2@example.org,Magasin,2402,v2.3
2026-04-09,9789994714094,1,19.44,ines.moreau1@example.org,web,4717,v2.3
2025-09-26,9780800854539,1,23.89,jade.roux3@example.org,boutique,6790,v2.3
2025-12-11,9780307568083,1,12.18,louis.bertrand20@example.org,web,8492,v2.3
2025-09-12,9780805013344,1,9.39,lea.morel51@example.org,magasin,1543,v2.3
2026-04-11,9780061556746,3,28.13,,STORE,8517,v2.3
2026-06-08,9791020900593,0,10.31,chloe.dubois23@example.org,STORE,4549,v2.3
2026-01-19,9780143469131,1,24.57,lea.martin66@example.org,magasin,2494,v2.3
2026-01-21,9787020062362,1,36.92,,web,1810,v2.3
2026-06-20,9780525537113,2,28.6,louis.bernard34@example.org,STORE,1587,v2.3
2025-12-02,9780307491572,1,9.96,camille.bertrand7@example.org,en ligne,6437,v2.3
2026-05-09,9791000000429,1,26.38,,MP,4467,v2.3
2025-09-28,9780062111234,1,28.67,zoe.moreau5@example.org,boutique,5462,v2.3
2026-03-21,9780373300693,2,27.43,chloe.morel57@example.org,STORE,7101,v2.3
2025-09-13,9781250095275,1,36.52,,site,8041,v2.3
2026-04-08,9780755334223,1,38.16,arthur.moreau56@example.org,online,1612,v2.3
2026-01-03,9791000000799,1,25.09,,STORE,5887,v2.3
2025-10-28,9781935682028,1,39.75,chloe.lefebvre99@example.org,magasin,3445,v2.3
2026-03-31,9788416029808,3,30.99,theo.morel87@example.org,magasin,1714,v2.3
2026-05-01,9780807275122,1,33.94,jade.morel14@example.org,boutique,6449,v2.3
2026-03-26,9780143469131,1,28.45,jules.lefebvre78@example.org,Magasin,1042,v2.3
2026-04-03,9783442249329,2,32.73,lucas.dubois21@example.org,STORE,2632,v2.3
2026-02-18,9783502551638,1,35.3,,site,2585,v2.3
2026-06-20,9781760892531,3,6.75,zoe.simon82@example.org,STORE,6845,v2.3
2026-01-17,9781963349023,1,14.92,hugo.simon15@example.org,magasin,7035,v2.3
2026-02-18,9788440666826,1,15.02,jules.morel91@example.org,online,3832,v2.3
2026-06-24,9788445007037,1,21.9,jules.moreau3@example.org,marketplace,2148,v2.3
2026-04-21,9780061728419,1,28.38,camille.martin72@example.org,marketplace,8199,v2.3
2025-08-31,9791000000209,1,33.01,,STORE,7413,v2.3
2025-07-10,9780061002823,1,26.64,jules.morel30@example.org,site,4550,v2.3
2026-01-06,9780091203207,1,33.77,hugo.lefebvre95@example.org,boutique,1754,v2.3
2026-06-30,9798627159133,1,29.08,,magasin,2413,v2.3
2026-04-04,9780425104347,2,24.51,,web,8706,v2.3
2025-09-07,9789953432540,2,23.09,emma.leroy31@example.org,online,4352,v2.3
2026-04-22,9788435034821,1,19.35,,Magasin,1724,v2.3
2025-10-09,9791000000319,1,12.38,lea.fournier50@example.org,magasin,3476,v2.3
2025-11-09,9781417701155,1,5.88,jade.bertrand79@example.org,place de marché,4294,v2.3
2025-11-09,9783734163357,2,25.27,nathan.leroy45@example.org,site,7503,v2.3
2025-12-23,9780345458889,1,20.09,,Magasin,5701,v2.3
2025-08-22,9780241745168,2,23.1,emma.simon65@example.org,STORE,2984,v2.3
2025-10-23,9782266208178,1,27.18,arthur.morel24@example.org,Magasin,3556,v2.3
2026-01-07,9780263762495,1,16.67,louis.lefebvre94@example.org,web,7855,v2.3
2025-08-31,9780373706099,1,14.67,jade.michel30@example.org,boutique,6104,v2.3
2026-02-10,9780061734526,1,25.13,emma.lefebvre57@example.org,Magasin,9936,v2.3
2026-04-19,9781975618674,2,18.92,,STORE,2035,v2.3
2025-12-17,9798417265099,3,14.64,,place de marché,5821,v2.3
2026-06-19,9798739955418,1,19.96,arthur.bernard55@example.org,STORE,7691,v2.3
2026-01-22,9781094048994,1,8.95,lea.morel64@example.org,online,3912,v2.3
2026-01-16,9780061002878,1,13.05,camille.leroy9@example.org,site,2936,v2.3
2025-07-12,9780613642880,1,29.38,hugo.bernard67@example.org,web,8835,v2.3
2025-10-13,9780763603519,1,7.0,,site,3000,v2.3
2025-10-02,9783442353927,1,30.45,lea.roux26@example.org,boutique,9930,v2.3
2025-09-15,9781400083039,1,35.45,theo.fournier48@example.org,en ligne,5217,v2.3
2025-12-27,9789333394918,3,31.71,arthur.dubois57@example.org,online,4344,v2.3
2025-09-28,9780996487191,1,20.0,zoe.fournier10@example.org,online,7508,v2.3
2026-01-25,9791000000499,1,18.22,manon.dubois1@example.org,Magasin,4664,v2.3
2026-02-27,9781886463172,1,23.33,,Magasin,2757,v2.3
2026-04-14,9780606404518,1,30.01,chloe.martin70@example.org,Magasin,4324,v2.3
2026-03-10,9798846711082,1,6.98,lea.dubois11@example.org,boutique,2220,v2.3
2025-10-20,9781974932573,2,38.62,nathan.simon56@example.org,online,4025,v2.3
2025-09-27,9791000000859,3,10.57,ines.morel95@example.org,magasin,5180,v2.3
2025-10-07,9780195365931,1,32.71,theo.laurent30@example.org,online,7245,v2.3
2026-04-04,9780671491758,2,22.2,camille.bertrand13@example.org,web,7360,v2.3
2026-06-22,9780750504355,1,13.89,,magasin,2822,v2.3
2026-03-14,9780061741005,1,9.93,arthur.roux51@example.org,Magasin,7179,v2.3
2026-06-04,9780805243550,1,5.42,nathan.lefebvre22@example.org,STORE,2282,v2.3
2026-05-09,9780416027020,2,21.34,lea.moreau63@example.org,Magasin,5521,v2.3
2026-06-15,9786287574632,3,13.63,nathan.laurent95@example.org,site,5224,v2.3
2026-01-11,9788447369225,1,34.88,,en ligne,7291,v2.3
2025-09-17,9781119251736,1,39.22,,STORE,5774,v2.3
2026-04-18,9780060826086,1,37.64,theo.morel88@example.org,STORE,2848,v2.3
2026-04-24,9785557099196,1,13.43,nathan.martin60@example.org,en ligne,1153,v2.3
2026-04-07,9780486243832,2,39.0,arthur.dubois18@example.org,en ligne,5509,v2.3
2026-06-03,9781565843790,1,9.06,louis.simon79@example.org,boutique,5610,v2.3
2025-08-30,9781593157135,1,31.59,arthur.dubois48@example.org,en ligne,8401,v2.3
2026-06-12,9780008115456,1,17.45,ines.david2@example.org,web,4278,v2.3
2026-02-17,9780007299805,1,9.19,manon.morel55@example.org,online,2010,v2.3
2025-09-15,9780655672241,1,20.14,,place de marché,5853,v2.3
2026-02-13,9781432899011,2,18.91,camille.michel55@example.org,boutique,4310,v2.3
2026-03-05,9780061097317,3,4.96,jules.lefebvre27@example.org,Magasin,4094,v2.3
2025-09-25,9780810997516,3,8.44,jade.laurent69@example.org,site,4458,v2.3
2025-08-05,9781847941831,1,31.74,theo.laurent4@example.org,boutique,5006,v2.3
2026-05-10,9780451622891,1,5.18,ines.bertrand67@example.org,STORE,5510,v2.3
2025-08-06,9780553418286,1,10.86,,STORE,8259,v2.3
2025-07-18,9780224018616,1,34.14,hugo.simon9@example.org,site,9215,v2.3
2025-12-01,9780267171989,3,22.59,,web,1052,v2.3
2025-07-24,9781470825553,1,18.36,jules.lefebvre1@example.org,place de marché,6731,v2.3
2025-11-12,9780141374239,1,29.21,arthur.simon78@example.org,marketplace,9770,v2.3
2025-09-21,9798427336826,3,6.82,,STORE,6372,v2.3
2025-10-11,9791000000489,1,31.24,manon.lefebvre88@example.org,Magasin,4911,v2.3
2025-09-30,9780140139198,1,23.18,arthur.simon43@example.org,STORE,7155,v2.3
2026-02-28,9789799831750,1,21.38,,Magasin,4255,v2.3
2025-07-23,9781847941480,1,7.26,zoe.laurent83@example.org,STORE,6576,v2.3
2025-10-08,9788498723533,1,21.3,zoe.leroy98@example.org,en ligne,8970,v2.3
2026-02-22,9781847941831,2,37.2,zoe.martin51@example.org,magasin,6538,v2.3
2026-05-23,9798433379008,1,16.51,,STORE,4370,v2.3
2025-11-23,9780984358137,3,12.7,,en ligne,2013,v2.3
2025-08-06,9789333394918,2,19.57,emma.lefebvre59@example.org,magasin,3085,v2.3
2026-05-25,9781409095484,2,39.38,louis.michel52@example.org,place de marché,9664,v2.3
2025-08-11,9788835161189,1,17.51,zoe.morel76@example.org,boutique,5068,v2.3
2026-04-12,9780449235997,1,12.93,nathan.michel93@example.org,STORE,7616,v2.3
2026-01-26,9781512157055,1,28.79,theo.roux26@example.org,marketplace,2602,v2.3
2025-12-19,9781474055437,1,23.57,chloe.bertrand29@example.org,boutique,4501,v2.3
2025-11-12,9781428811195,1,9.98,theo.leroy42@example.org,web,7625,v2.3
2026-05-19,9780658006340,2,37.81,jade.michel56@example.org,STORE,9504,v2.3
2026-03-13,9780142427835,1,29.2,lea.martin73@example.org,magasin,4346,v2.3
2026-04-01,9791000000579,1,5.89,chloe.dubois96@example.org,Magasin,8518,v2.3
2025-08-16,9780805243550,1,22.49,jade.morel33@example.org,STORE,9018,v2.3
2026-06-26,9780063429147,2,18.36,,online,2301,v2.3
2025-12-24,9780756956691,1,30.42,theo.morel21@example.org,en ligne,5707,v2.3
2025-08-13,9788381351881,1,35.53,nathan.simon26@example.org,STORE,6875,v2.3
2025-12-15,9782221125779,0,10.03,arthur.bernard76@example.org,Magasin,4126,v2.3
2026-01-18,9791000000319,1,10.42,emma.roux97@example.org,web,4724,v2.3
2025-07-13,9781500420536,2,6.22,arthur.david6@example.org,magasin,3640,v2.3
2025-11-28,9780872863101,1,23.59,theo.leroy49@example.org,STORE,3788,v2.3
2026-03-07,9780001711129,1,20.63,chloe.bernard17@example.org,boutique,3442,v2.3
2025-12-11,9781539145943,1,14.15,arthur.michel23@example.org,magasin,9726,v2.3
2025-11-24,9780064601375,1,34.23,hugo.lefebvre45@example.org,site,2972,v2.3
2026-01-11,9780356232928,1,30.58,jade.leroy88@example.org,boutique,7826,v2.3
2025-10-06,9785763905953,2,28.36,chloe.david17@example.org,MP,7257,v2.3
2025-07-17,9780590411011,2,14.76,,STORE,1880,v2.3
2026-06-01,9780380976003,0,6.91,lea.david77@example.org,place de marché,8612,v2.3
2025-08-11,9780060826086,3,25.46,lucas.dubois42@example.org,web,8541,v2.3
2025-12-20,9780007299805,1,37.91,lea.morel74@example.org,online,1305,v2.3
2026-04-18,9780415478816,1,16.42,theo.laurent47@example.org,magasin,9895,v2.3
2025-09-14,9780141394718,3,4.66,,boutique,4927,v2.3
2026-06-07,9789353445416,1,20.5,hugo.fournier96@example.org,Magasin,9560,v2.3
2025-11-25,9791000000679,1,9.5,nathan.morel1@example.org,magasin,3596,v2.3
2026-04-04,9780945353874,1,17.02,lea.martin8@example.org,STORE,3543,v2.3
2025-12-08,9781491543382,1,28.49,ines.bertrand56@example.org,Magasin,5652,v2.3
2025-10-02,9780671458423,1,38.23,ines.morel35@example.org,en ligne,4797,v2.3
2026-02-21,9781588810403,1,38.61,jade.lefebvre28@example.org,web,1727,v2.3
2026-06-23,9781593976064,2,19.07,jules.lefebvre2@example.org,online,9471,v2.3
2026-03-22,9780823022748,1,29.81,ines.morel68@example.org,boutique,5059,v2.3
2026-05-20,9791000000299,1,35.88,ines.bernard60@example.org,MP,4652,v2.3
2025-07-28,9781305639614,1,5.32,theo.leroy26@example.org,site,7379,v2.3
2026-02-14,9798627347820,1,35.49,,web,3375,v2.3
2026-02-21,9780373024209,2,12.15,hugo.dubois90@example.org,Magasin,4216,v2.3
2025-09-21,9781089496199,1,6.57,chloe.laurent68@example.org,web,3418,v2.3
2026-06-14,9780216897984,1,38.16,camille.bernard34@example.org,Magasin,2796,v2.3
2026-03-05,9780263095760,3,38.1,hugo.leroy8@example.org,STORE,5844,v2.3
2025-08-13,9781434499936,1,10.36,chloe.roux64@example.org,site,9229,v2.3
2025-08-31,9781572707313,3,14.28,manon.moreau28@example.org,site,8712,v2.3
2025-07-23,9780697034342,1,33.44,hugo.fournier33@example.org,magasin,5201,v2.3
2026-01-26,9780224618144,1,30.31,arthur.michel65@example.org,en ligne,7875,v2.3
2026-01-17,9781850180005,1,28.24,emma.dubois45@example.org,web,1243,v2.3
2026-02-11,9780786918065,1,21.05,lucas.bertrand56@example.org,en ligne,2995,v2.3
2025-09-11,9781428811195,1,21.98,camille.bernard78@example.org,boutique,9888,v2.3
2026-01-01,9798893311020,2,33.7,theo.roux36@example.org,boutique,7316,v2.3
2025-09-27,9780757910869,1,6.55,lucas.dubois25@example.org,site,3997,v2.3
2026-05-08,9789994910458,1,28.89,louis.bertrand3@example.org,place de marché,6088,v2.3
2025-10-22,9781718104273,1,35.69,zoe.roux29@example.org,marketplace,2867,v2.3
2025-07-26,9798990047709,1,22.81,chloe.michel19@example.org,boutique,3893,v2.3
2026-03-09,9783423262644,1,11.72,zoe.moreau81@example.org,MP,7754,v2.3
2026-02-25,978006095685X,1,6.71,gabriel.simon69@example.org,MP,5663,v2.3
2026-02-18,9791000000049,2,39.59,theo.morel81@example.org,Magasin,3129,v2.3
2026-05-15,9780307291813,0,16.72,arthur.moreau82@example.org,site,3046,v2.3
2026-06-30,9788481096156,2,37.31,nathan.laurent86@example.org,en ligne,6695,v2.3
2025-09-03,9791000000699,1,34.74,chloe.michel69@example.org,online,2993,v2.3
2026-05-16,9781408999233,1,5.33,jade.bernard13@example.org,STORE,5313,v2.3
2025-12-28,9780263095760,2,6.04,,place de marché,4724,v2.3
2026-04-14,9780393419610,1,31.23,jade.bernard12@example.org,STORE,6082,v2.3
2026-05-08,9780785748663,1,7.05,zoe.fournier17@example.org,Magasin,8712,v2.3
2025-08-10,9780358067801,1,19.18,chloe.david15@example.org,MP,2580,v2.3
2025-09-25,9786073814423,2,11.09,,site,9232,v2.3
2026-01-23,9786055943370,2,21.54,camille.simon35@example.org,web,6087,v2.3
2025-09-16,9781539145943,1,24.03,,STORE,2904,v2.3
2025-08-12,9781428811195,2,29.01,hugo.dubois64@example.org,site,8326,v2.3
2026-06-22,9781441739001,2,8.96,zoe.simon80@example.org,boutique,1031,v2.3
2025-10-01,9780263778724,2,33.06,chloe.fournier39@example.org,magasin,4261,v2.3
2026-06-30,9780072457445,3,11.73,,magasin,7176,v2.3
2026-05-27,9780701219116,1,39.39,,site,3345,v2.3
2026-01-14,9780061741005,2,20.6,camille.david9@example.org,Magasin,9946,v2.3
2025-10-16,9781470825553,1,15.81,,boutique,9456,v2.3
2025-08-24,9781250819369,3,9.76,theo.lefebvre1@example.org,Magasin,5298,v2.3
2025-08-22,9780307394392,1,34.47,camille.simon36@example.org,magasin,3795,v2.3
2026-01-27,9798561631788,2,21.59,jade.bertrand17@example.org,STORE,2921,v2.3
2026-04-07,9780860099697,1,7.62,ines.moreau97@example.org,STORE,9307,v2.3
2025-07-05,9780008115456,1,9.23,camille.fournier57@example.org,STORE,5335,v2.3
2025-12-25,9780380976003,0,14.31,theo.martin23@example.org,web,2499,v2.3
2026-03-05,9781798850466,1,9.09,jules.michel97@example.org,Magasin,9891,v2.3
2025-09-03,9780136054054,1,25.41,theo.laurent35@example.org,en ligne,7104,v2.3
2025-09-01,9780140209723,2,5.85,,web,2789,v2.3
2025-07-04,9780594091400,2,24.21,camille.michel27@example.org,STORE,8821,v2.3
2026-03-08,9781101192740,1,28.23,manon.dubois43@example.org,Magasin,6051,v2.3
2025-12-25,9780571226856,1,12.61,hugo.simon27@example.org,en ligne,7131,v2.3
2026-02-19,9781250883520,3,39.39,gabriel.leroy80@example.org,boutique,4754,v2.3
2025-12-18,9780061728419,2,32.15,ines.martin24@example.org,boutique,3033,v2.3
2026-02-14,9781250790514,1,27.15,camille.moreau30@example.org,STORE,4566,v2.3
2025-08-26,9781408998465,3,35.89,ines.leroy64@example.org,Magasin,8688,v2.3
2025-09-10,9789132428876,1,7.42,,site,8515,v2.3
2025-07-07,9780807217696,1,27.93,,web,3687,v2.3
2026-04-06,9798790221941,1,24.08,lucas.morel27@example.org,STORE,8424,v2.3
2025-07-28,9781250883520,1,27.98,gabriel.moreau70@example.org,web,3671,v2.3
2026-01-29,9780393966848,1,31.24,gabriel.fournier44@example.org,Magasin,7173,v2.3
2025-12-03,9780070165694,1,24.93,ines.fournier89@example.org,site,4034,v2.3
2026-06-29,9780747557777,2,14.9,,web,3249,v2.3
2026-05-02,9780786918065,1,11.22,,web,4588,v2.3
2025-08-15,9780140138351,1,23.1,jade.bernard51@example.org,Magasin,7031,v2.3
2025-11-02,9780671742881,1,32.57,jules.roux11@example.org,magasin,4936,v2.3
2025-08-27,9780460116947,1,14.95,zoe.lefebvre1@example.org,STORE,8283,v2.3
2025-11-10,9780380976003,1,7.0,manon.martin55@example.org,en ligne,6423,v2.3
2026-03-10,9781538739723,1,39.09,,en ligne,8086,v2.3
2025-07-09,9780881039108,1,12.49,nathan.moreau66@example.org,marketplace,5324,v2.3
2026-01-04,9780373104420,1,24.51,hugo.laurent86@example.org,STORE,5335,v2.3
2025-12-17,9781721284443,1,23.33,,magasin,6933,v2.3
2025-12-01,9781689366922,1,16.61,gabriel.lefebvre53@example.org,STORE,8633,v2.3
2026-02-07,9786020332116,1,24.49,chloe.moreau39@example.org,en ligne,6951,v2.3
2026-01-12,9781446456309,2,34.35,chloe.leroy76@example.org,boutique,9402,v2.3
2025-09-23,9780575079090,1,33.08,hugo.lefebvre28@example.org,STORE,6150,v2.3
2026-06-02,9780590411011,1,22.88,hugo.bernard98@example.org,site,6866,v2.3
2026-06-18,9788432217456,1,20.35,manon.fournier34@example.org,online,3777,v2.3
2026-02-09,9780007354733,1,20.44,emma.martin59@example.org,magasin,8190,v2.3
2025-08-19,9781417601356,1,13.39,nathan.david71@example.org,boutique,1545,v2.3
2026-05-05,9780425104347,3,28.19,zoe.david8@example.org,magasin,5644,v2.3
2026-04-19,9789583004506,1,13.99,camille.simon97@example.org,STORE,6237,v2.3
2025-08-03,9798987380420,2,31.47,theo.bertrand90@example.org,STORE,5667,v2.3
2025-09-01,9780945001102,1,21.53,,en ligne,1623,v2.3
2026-02-13,9798764553290,1,17.17,louis.fournier22@example.org,STORE,9224,v2.3
2026-03-14,9780393966848,1,36.68,zoe.martin72@example.org,site,8408,v2.3
2025-10-29,9781442472426,1,14.27,lea.leroy73@example.org,magasin,2812,v2.3
2025-12-07,9780823022748,2,37.38,manon.michel5@example.org,magasin,9257,v2.3
2025-09-16,9798874620929,1,13.69,zoe.dubois52@example.org,web,7588,v2.3
2025-12-19,9780843940008,1,4.78,gabriel.michel57@example.org,magasin,5070,v2.3
2026-06-12,9781932796575,1,24.97,zoe.roux3@example.org,boutique,4861,v2.3
2026-06-09,9781476878584,2,18.21,emma.bertrand84@example.org,boutique,8019,v2.3
2026-01-01,9781559213356,2,14.41,arthur.michel80@example.org,magasin,3394,v2.3
2026-01-31,9798377220947,3,38.17,theo.bernard23@example.org,magasin,1057,v2.3
2025-11-22,9780792443483,1,16.9,chloe.morel64@example.org,magasin,8216,v2.3
2025-09-13,9780030314810,1,16.33,,web,6797,v2.3
2025-08-26,9789507511288,2,39.42,arthur.martin91@example.org,STORE,6833,v2.3
2026-02-07,9780785752387,2,22.44,arthur.bertrand48@example.org,STORE,8815,v2.3
2025-07-23,9780747263463,2,24.63,manon.michel16@example.org,STORE,4095,v2.3
2026-05-09,9780356232928,1,39.33,,magasin,7130,v2.3
2026-02-02,9780140138351,1,37.0,gabriel.lefebvre57@example.org,STORE,2956,v2.3
2025-09-09,9781597223072,1,31.62,chloe.roux27@example.org,magasin,7782,v2.3
2026-01-17,9791000000569,1,26.16,,magasin,6700,v2.3
2026-04-04,9791000000499,3,30.69,nathan.david48@example.org,Magasin,8745,v2.3
2025-11-24,9780750504355,2,34.22,chloe.fournier51@example.org,web,7167,v2.3
2026-03-26,9780754000471,1,20.5,zoe.bernard71@example.org,Magasin,5631,v2.3
2026-04-05,9781408999233,1,38.34,nathan.bertrand19@example.org,magasin,1834,v2.3
2026-01-28,9780590928861,1,17.88,gabriel.michel29@example.org,Magasin,1267,v2.3
2025-10-16,9798627347820,1,29.49,nathan.moreau80@example.org,web,7441,v2.3
2025-09-10,9791000000069,1,34.98,theo.morel24@example.org,site,9462,v2.3
2026-03-09,9780393656435,2,38.75,louis.martin39@example.org,Magasin,1883,v2.3
2025-10-19,9780425104347,2,36.91,,boutique,9378,v2.3
2026-02-15,9780007354733,2,33.24,chloe.bertrand64@example.org,Magasin,2909,v2.3
2025-12-25,9789630711722,1,10.83,emma.roux88@example.org,web,6465,v2.3
2025-07-13,9783550068751,1,20.22,theo.simon61@example.org,en ligne,5224,v2.3
2026-06-04,9780373106233,2,6.25,arthur.bertrand38@example.org,site,1325,v2.3
2025-08-11,9781935682028,1,23.56,chloe.fournier53@example.org,place de marché,2093,v2.3
2025-12-07,9781847941480,1,34.24,gabriel.leroy29@example.org,magasin,7661,v2.3
2025-07-08,9781958943366,1,28.76,hugo.leroy26@example.org,boutique,6337,v2.3
2026-02-19,9780706968019,2,38.89,jade.bernard39@example.org,place de marché,9304,v2.3
2025-11-23,9780425104347,1,7.21,theo.simon54@example.org,marketplace,8685,v2.3
2025-12-11,9780671868376,1,8.44,lea.martin51@example.org,place de marché,3017,v2.3
2026-05-05,9780142423295,1,9.85,louis.dubois31@example.org,marketplace,8571,v2.3
2026-03-09,9780001711129,1,29.71,ines.bertrand87@example.org,web,7837,v2.3
2025-09-14,9780606309912,1,32.63,,web,5028,v2.3
2025-09-11,9780701219116,2,34.57,arthur.laurent95@example.org,Magasin,2472,v2.3
2025-07-18,9780757910869,1,31.44,,boutique,7122,v2.3
2025-11-15,9780802142641,1,13.28,theo.dubois35@example.org,STORE,3827,v2.3
2026-03-11,9780263102734,1,13.81,arthur.martin20@example.org,boutique,8388,v2.3
2026-03-17,9780356502410,1,7.39,,magasin,4860,v2.3
2025-08-17,9780062457806,1,13.0,zoe.morel74@example.org,boutique,8811,v2.3
2025-10-31,9791000000949,1,7.71,,marketplace,5411,v2.3
2025-12-12,9780007527564,1,11.7,jules.michel98@example.org,boutique,8289,v2.3
2026-04-13,9780394179933,1,6.84,zoe.morel60@example.org,Magasin,1247,v2.3
2026-04-03,9780142427835,1,28.92,gabriel.david69@example.org,online,1332,v2.3
2026-04-15,9791000000829,1,30.13,camille.laurent22@example.org,online,1814,v2.3
2026-06-29,9783608938296,1,6.55,lea.bertrand40@example.org,magasin,5225,v2.3
2025-07-15,9786155514142,2,9.81,,Magasin,8745,v2.3
2025-08-29,9798790221941,1,10.2,ines.bernard41@example.org,boutique,2176,v2.3
2026-03-16,9788170554240,1,5.99,gabriel.martin47@example.org,en ligne,6248,v2.3
2025-07-13,9781850180005,2,22.41,ines.david12@example.org,Magasin,5716,v2.3
2025-07-08,9791000000389,1,33.08,theo.lefebvre27@example.org,site,2742,v2.3
2026-02-11,9780896216921,1,20.12,,web,6383,v2.3
2026-03-25,9781434267276,1,8.59,hugo.david25@example.org,STORE,3988,v2.3
2025-07-28,9783893400614,1,37.15,jules.moreau62@example.org,Magasin,5263,v2.3
2025-09-11,9788828350453,2,15.75,emma.moreau43@example.org,magasin,3252,v2.3
2026-02-25,9798764553290,1,30.75,lucas.lefebvre7@example.org,boutique,4022,v2.3
2026-01-18,9780881035254,1,7.89,,STORE,6929,v2.3
2025-10-21,9780061002823,2,25.21,nathan.bertrand97@example.org,web,2876,v2.3
2025-12-25,9781718104273,1,30.31,gabriel.david38@example.org,web,1492,v2.3
2025-10-27,9780373110926,1,5.07,jules.david86@example.org,STORE,4741,v2.3
2025-08-11,9781534438545,1,27.96,lucas.moreau44@example.org,magasin,4122,v2.3
2026-02-06,9781250883520,1,17.27,,en ligne,8104,v2.3
2026-04-18,9780374524524,2,13.4,hugo.lefebvre26@example.org,web,6296,v2.3
2025-09-29,9780671742881,0,26.27,chloe.bertrand68@example.org,Magasin,3021,v2.3
2025-12-28,9780517082461,1,24.02,jules.fournier21@example.org,web,3087,v2.3
2026-03-30,9780061492570,1,23.76,,boutique,4360,v2.3
2026-01-06,9780849202476,1,11.02,manon.michel42@example.org,magasin,1897,v2.3
2026-06-15,9781536681949,2,25.53,manon.michel15@example.org,boutique,7924,v2.3
2025-11-13,9780434007493,2,25.37,,magasin,8868,v2.3
2026-02-13,9781094048994,1,28.84,gabriel.david8@example.org,magasin,4552,v2.3
2026-04-14,9780857550460,2,12.3,nathan.fournier57@example.org,web,7281,v2.3
2026-05-07,9789333394918,1,11.68,nathan.simon47@example.org,boutique,8660,v2.3
2025-11-01,9780671255961,1,20.93,,online,2008,v2.3
2025-09-06,9780193151468,0,33.71,jade.bernard24@example.org,place de marché,1163,v2.3
2025-07-12,9791000000209,2,28.24,jules.dubois41@example.org,boutique,6627,v2.3
2026-06-28,9780593724309,2,7.46,hugo.simon5@example.org,magasin,1981,v2.3
2026-04-14,9798511718255,3,13.96,arthur.simon83@example.org,Magasin,5747,v2.3
2026-03-22,9780439451932,1,9.33,,place de marché,2564,v2.3
2026-06-10,9780486851921,2,10.17,,magasin,4753,v2.3
2026-04-26,9789994714094,2,29.6,theo.bernard50@example.org,web,5513,v2.3
2026-06-29,9781709948305,2,21.89,,place de marché,2593,v2.3
2025-10-10,9780810997516,1,33.51,camille.simon48@example.org,magasin,5594,v2.3
2026-01-04,9789189298323,1,4.7,,web,1332,v2.3
2025-10-27,9798585573934,1,13.36,manon.leroy15@example.org,en ligne,9456,v2.3
2026-04-14,9791000000419,1,9.56,jade.leroy61@example.org,MP,4143,v2.3
2025-10-31,9780590113076,1,38.19,nathan.laurent81@example.org,magasin,2658,v2.3
2025-07-11,9780553350630,0,6.29,nathan.morel88@example.org,magasin,3399,v2.3
2025-08-16,9781428640382,1,15.11,arthur.simon48@example.org,Magasin,8098,v2.3
2026-02-09,9780470083734,1,19.24,,STORE,6870,v2.3
2025-11-25,9780373833740,3,16.31,theo.laurent97@example.org,online,5756,v2.3
2025-12-29,9781408999233,2,9.73,hugo.leroy19@example.org,place de marché,2314,v2.3
2026-04-12,9788371501531,3,7.34,,en ligne,5268,v2.3
2026-04-01,9780263758993,2,21.87,,en ligne,2703,v2.3
2025-12-26,9781950508914,1,23.4,,Magasin,9997,v2.3
2026-05-20,9780511783289,3,33.79,zoe.dubois7@example.org,boutique,7302,v2.3
2025-09-24,9798618236188,1,31.56,emma.lefebvre8@example.org,MP,4590,v2.3
2025-10-31,9781400142866,2,21.38,theo.martin21@example.org,online,3858,v2.3
2026-04-08,9789721041028,1,13.79,jules.dubois31@example.org,boutique,9794,v2.3
2026-03-17,9780313207693,1,27.43,camille.fournier42@example.org,magasin,7717,v2.3
2026-06-03,9780517202753,1,10.72,hugo.lefebvre82@example.org,STORE,9948,v2.3
2025-07-24,9780307291813,1,27.75,arthur.bernard69@example.org,place de marché,1440,v2.3
2025-08-03,9780439451932,1,35.2,theo.morel5@example.org,online,7705,v2.3
2025-08-06,9780439451932,1,18.98,hugo.moreau45@example.org,STORE,5397,v2.3
2025-11-04,9781440758089,1,35.03,ines.simon45@example.org,Magasin,7646,v2.3
2026-05-19,9780385233132,1,13.89,lucas.lefebvre59@example.org,magasin,5486,v2.3
2025-07-29,9780706968019,1,13.41,emma.dubois97@example.org,place de marché,4526,v2.3
