Date;ISBN13;Qte;PU;Email;Canal
05/04/2026;9791000000519;1;4.88;louis.david14@example.org;magasin
01/07/2025;9780460116947;1;31.06;hugo.fournier66@example.org;en ligne
11/03/2026;9783608938296;1;16.71;nathan.moreau28@example.org;Magasin
07/06/2026;9781417701155;1;13.87;jules.bertrand22@example.org;STORE
19/01/2026;9788381352079;1;38.95;nathan.michel36@example.org;STORE
30/10/2025;9780263853087;1;13.35;nathan.michel61@example.org;place de marché
11/09/2025;9791000000289;1;32.5;louis.dubois10@example.org;magasin
24/05/2026;9781101137833;2;36.16;louis.bernard81@example.org;web
31/01/2026;9780061365515;1;16.54;arthur.morel94@example.org;Magasin
04/02/2026;9781737507710;2;35.47;hugo.bernard66@example.org;boutique
11/12/2025;9780373511648;1;12.6;zoe.bertrand3@example.org;Magasin
28/04/2026;9781481413770;2;19.68;nathan.lefebvre62@example.org;site
12/03/2026;9780307394392;3;22.85;emma.fournier2@example.org;STORE
09/01/2026;9780345913722;1;27.83;louis.dubois29@example.org;en ligne
20/09/2025;9798701966169;0;28.53;lucas.martin43@example.org;Magasin
17/06/2026;9780062225719;1;9.82;lea.leroy84@example.org;marketplace
19/04/2026;9789994714094;1;18.59;zoe.morel77@example.org;magasin
31/03/2026;9781547277322;1;12.83;theo.morel70@example.org;magasin
03/09/2025;9791000000149;3;34.62;jules.roux89@example.org;place de marché
04/04/2026;9780263778809;3;25.68;manon.leroy38@example.org;boutique
07/05/2026;9780590928861;2;26.08;lea.david11@example.org;STORE
17/05/2026;9781417701155;1;38.57;jules.bertrand84@example.org;Magasin
30/09/2025;9783898535526;2;18.72;jade.lefebvre26@example.org;boutique
12/05/2026;9780263853087;1;32.12;lea.bertrand81@example.org;Magasin
30/03/2026;9781594131523;1;9.81;gabriel.leroy64@example.org;boutique
05/09/2025;9781432899011;1;11.44;jules.morel83@example.org;en ligne
01/07/2025;9788445007037;1;28.65;hugo.simon7@example.org;en ligne
05/06/2026;9791000000179;2;31.25;jade.michel94@example.org;en ligne
18/04/2026;9780563524922;1;8.92;manon.leroy23@example.org;en ligne
15/11/2025;9780072457445;1;23.03;zoe.roux51@example.org;web
10/05/2026;9788381352079;1;13.23;emma.david69@example.org;STORE
22/10/2025;9781737507710;3;23.83;nathan.simon52@example.org;web
16/06/2026;9780063273986;3;11.11;ines.bertrand62@example.org;boutique
23/12/2025;9781726017640;1;24.87;jade.roux29@example.org;place de marché
29/03/2026;9780130853660;2;17.6;hugo.fournier65@example.org;magasin
17/01/2026;9781536681949;1;38.19;arthur.leroy34@example.org;Magasin
13/04/2026;9780131105409;1;15.84;arthur.morel88@example.org;MP
23/10/2025;9780062019813;1;26.74;nathan.david66@example.org;site
27/08/2025;9791000000379;1;21.64;jules.moreau67@example.org;place de marché
29/10/2025;9780091203207;2;7.54;lucas.moreau51@example.org;STORE
28/11/2025;9780856352737;1;33.8;chloe.bernard28@example.org;boutique
18/10/2025;9785171001605;1;30.27;nathan.moreau55@example.org;Magasin
24/07/2025;9782266208178;3;13.91;emma.bertrand83@example.org;site
14/08/2025;9783442249329;2;10.78;jade.roux68@example.org;magasin
26/03/2026;9798511718255;1;25.92;emma.morel62@example.org;site
05/09/2025;9783898535526;2;23.15;lucas.michel21@example.org;boutique
12/04/2026;9780061002823;3;31.97;gabriel.martin42@example.org;place de marché
16/02/2026;9780307284174;1;15.07;louis.dubois64@example.org;STORE
08/06/2026;9780356232928;1;16.52;gabriel.simon41@example.org;STORE
04/09/2025;9781305639614;3;36.73;lea.morel89@example.org;Magasin
14/07/2025;9780825616495;3;4.72;jules.martin20@example.org;MP
26/10/2025;9780307291813;1;12.72;hugo.dubois83@example.org;magasin
10/12/2025;9780375507250;1;15.97;arthur.martin67@example.org;web
03/02/2026;9780393963298;2;28.64;theo.laurent37@example.org;online
14/05/2026;9781417999729;1;22.19;hugo.michel58@example.org;Magasin
27/11/2025;9780747557777;1;30.94;emma.simon66@example.org;web
25/11/2025;9780061652264;3;6.96;chloe.morel23@example.org;place de marché
24/08/2025;9798671330687;1;34.11;emma.moreau78@example.org;boutique
27/05/2026;9780062019813;1;26.59;jules.michel95@example.org;site
24/03/2026;9798753137173;1;21.83;chloe.bertrand71@example.org;online
30/03/2026;9780671458423;2;18.8;lea.david59@example.org;boutique
27/12/2025;9781695322240;1;13.72;lucas.leroy81@example.org;en ligne
11/01/2026;9781119621508;2;37.85;ines.dubois80@example.org;magasin
08/06/2026;9781449486792;1;36.35;hugo.bertrand14@example.org;Magasin
02/10/2025;9785237041484;1;8.78;arthur.dubois9@example.org;Magasin
10/10/2025;9780843960044;2;30.28;louis.fournier4@example.org;en ligne
18/09/2025;9780007299805;3;36.7;chloe.bertrand53@example.org;boutique
04/02/2026;9798855090437;1;34.73;lea.david39@example.org;marketplace
12/09/2025;9780140281118;2;16.01;lucas.bertrand32@example.org;boutique
05/12/2025;9781668010303;1;21.81;zoe.bertrand96@example.org;Magasin
18/01/2026;9798990047709;1;5.19;ines.laurent33@example.org;Magasin
29/08/2025;9780134101477;2;25.87;zoe.martin24@example.org;web
21/09/2025;9788417992491;1;28.1;zoe.morel68@example.org;Magasin
18/10/2025;9780143566526;2;33.44;emma.roux72@example.org;web
15/07/2025;9781595583260;1;38.91;emma.morel47@example.org;Magasin
28/07/2025;9780821775370;1;5.83;jules.laurent98@example.org;online
17/06/2026;9791000000079;1;22.32;zoe.simon88@example.org;web
26/06/2026;9780267171989;1;22.71;louis.moreau82@example.org;online
21/07/2025;9798855127560;1;39.12;hugo.michel83@example.org;marketplace
20/04/2026;9789794130834;1;6.85;louis.moreau94@example.org;site
15/09/2025;9780747557777;1;32.08;lucas.david4@example.org;magasin
02/03/2026;9780345301451;1;30.52;chloe.martin79@example.org;boutique
22/04/2026;9781936719112;0;7.43;arthur.bernard78@example.org;marketplace
25/07/2025;9782843623103;1;9.87;chloe.dubois16@example.org;Magasin
04/06/2026;9789994714094;1;25.95;lea.bernard15@example.org;Magasin
05/09/2025;9791000000379;1;8.78;jules.lefebvre18@example.org;STORE
28/03/2026;9788440220677;1;13.3;chloe.martin38@example.org;web
20/12/2025;9780061857171;1;27.88;zoe.david86@example.org;STORE
23/08/2025;9780862201234;2;14.48;nathan.bernard37@example.org;site
15/06/2026;9780396080176;1;9.48;ines.fournier2@example.org;en ligne
15/09/2025;9781250242754;1;9.06;chloe.bertrand47@example.org;MP
03/08/2025;9780684131887;2;27.69;chloe.bertrand86@example.org;en ligne
21/06/2026;9780697034342;1;5.1;nathan.moreau59@example.org;magasin
06/10/2025;9780061744303;3;23.96;lucas.michel40@example.org;boutique
14/07/2025;9781529369526;3;35.94;emma.martin19@example.org;Magasin
02/02/2026;9783442454181;1;10.23;hugo.leroy64@example.org;MP
03/05/2026;9785553671754;1;29.95;lea.michel55@example.org;magasin
05/09/2025;9780060291693;2;23.3;nathan.simon41@example.org;STORE
20/09/2025;9780606011938;2;26.86;camille.moreau90@example.org;place de marché
17/07/2025;9781535540124;1;5.1;lucas.michel64@example.org;online
05/12/2025;9781910695821;1;20.18;lucas.simon37@example.org;Magasin
04/11/2025;9780072457445;1;8.27;manon.lefebvre56@example.org;site
11/04/2026;9780833566980;2;32.72;nathan.martin27@example.org;magasin
28/01/2026;9780061477416;1;20.41;manon.morel12@example.org;online
22/03/2026;9780263808568;1;22.8;lucas.lefebvre14@example.org;boutique
25/08/2025;9791000000999;1;6.65;lea.moreau66@example.org;magasin
22/08/2025;9780755334223;1;29.73;ines.bernard7@example.org;STORE
29/03/2026;9791000000789;1;15.13;jade.dubois15@example.org;boutique
16/04/2026;9781101138052;1;23.32;lucas.lefebvre55@example.org;Magasin
12/03/2026;9780241968154;1;24.37;ines.moreau86@example.org;boutique
19/09/2025;9780708313503;2;37.73;manon.fournier56@example.org;online
15/09/2025;9789584275097;1;6.77;hugo.fournier18@example.org;Magasin
30/07/2025;9781421809083;1;19.56;theo.simon81@example.org;magasin
29/08/2025;9781735056692;1;21.69;zoe.bernard33@example.org;site
01/06/2026;9780060826086;1;23.75;lea.fournier92@example.org;STORE
09/12/2025;9781535540124;1;29.55;ines.morel23@example.org;magasin
08/05/2026;9780263102734;1;25.37;arthur.michel78@example.org;Magasin
28/05/2026;9780849202476;1;25.4;nathan.fournier54@example.org;online
27/11/2025;9788494945786;1;18.02;nathan.dubois28@example.org;online
26/07/2025;9780945353874;1;13.92;hugo.fournier23@example.org;STORE
16/10/2025;9798671330687;1;22.74;theo.roux73@example.org;magasin
14/02/2026;9783453161818;1;29.69;manon.dubois56@example.org;place de marché
18/10/2025;9781512486162;1;20.81;louis.bernard12@example.org;Magasin
20/09/2025;9780070078727;1;5.47;manon.bernard70@example.org;magasin
16/06/2026;9783548362595;2;24.73;zoe.dubois15@example.org;magasin
12/07/2025;9780807275122;2;22.33;theo.david66@example.org;marketplace
06/08/2025;9791000000959;1;18.62;manon.laurent69@example.org;web
31/08/2025;9780263853087;3;35.77;hugo.roux57@example.org;STORE
06/07/2025;9788835161189;1;33.24;manon.leroy6@example.org;Magasin
28/02/2026;9780380976003;1;34.33;chloe.michel73@example.org;magasin
23/01/2026;9780263098839;2;28.15;louis.leroy64@example.org;STORE
04/05/2026;9780356502410;1;36.49;emma.lefebvre93@example.org;online
09/06/2026;9791000000549;2;28.03;jules.laurent6@example.org;STORE
30/08/2025;9781957635002;3;7.63;gabriel.bernard46@example.org;Magasin
09/04/2026;9781616960926;1;21.76;hugo.simon93@example.org;Magasin
21/02/2026;9780063429147;2;32.99;jade.dubois38@example.org;magasin
01/02/2026;9783548362595;1;34.06;jade.michel70@example.org;web
10/05/2026;9781886463172;1;20.54;theo.dubois9@example.org;online
14/04/2026;9783423262644;1;9.54;lucas.roux98@example.org;boutique
25/01/2026;9798625352550;1;8.93;hugo.laurent69@example.org;online
14/03/2026;9781850890362;1;35.66;emma.laurent51@example.org;Magasin
27/03/2026;9781841492391;1;6.91;camille.roux9@example.org;magasin
18/10/2025;9780825616518;1;36.22;hugo.simon85@example.org;boutique
13/10/2025;9780511783289;1;12.74;arthur.bertrand53@example.org;marketplace
05/11/2025;9780333675182;3;15.87;nathan.michel43@example.org;magasin
01/01/2026;9791000000309;3;31.07;arthur.dubois34@example.org;marketplace
05/02/2026;9780525537113;1;35.41;theo.laurent4@example.org;online
02/08/2025;9788418052637;2;21.64;lea.morel67@example.org;boutique
01/05/2026;9780307284174;1;23.85;jules.leroy70@example.org;site
22/02/2026;9780007354733;1;7.93;lea.lefebvre35@example.org;online
23/08/2025;9781883217044;1;16.06;louis.michel81@example.org;Magasin
06/04/2026;9798427336826;1;23.56;hugo.bertrand75@example.org;MP
08/04/2026;9781306337564;1;22.44;theo.bertrand12@example.org;en ligne
11/11/2025;9780307262196;2;6.25;nathan.roux18@example.org;boutique
17/06/2026;9780241753859;1;17.29;jade.bertrand6@example.org;STORE
28/02/2026;9789584275097;1;30.28;hugo.fournier77@example.org;Magasin
08/12/2025;9785170178285;1;29.61;emma.bernard66@example.org;STORE
03/05/2026;9780373110926;1;4.77;camille.roux84@example.org;STORE
30/11/2025;9788447333165;3;13.36;jules.laurent49@example.org;online
18/11/2025;9780679728054;3;35.0;gabriel.michel64@example.org;online
09/02/2026;9780060826086;1;33.53;theo.simon55@example.org;STORE
12/02/2026;9798475273906;1;5.53;zoe.morel40@example.org;STORE
07/10/2025;9783596035694;1;26.04;gabriel.dubois32@example.org;MP
24/01/2026;9781984842305;1;9.13;louis.morel54@example.org;STORE
28/07/2025;9781721284443;1;16.32;lucas.moreau7@example.org;site
11/06/2026;9780999174067;1;11.11;louis.dubois38@example.org;web
17/02/2026;9780316501286;3;21.43;arthur.laurent52@example.org;marketplace
10/05/2026;9780141309750;1;8.17;louis.laurent91@example.org;site
15/03/2026;9798479401305;3;23.38;jade.martin1@example.org;magasin
28/04/2026;9780517202753;0;21.53;arthur.leroy17@example.org;boutique
27/09/2025;9781536435078;1;37.84;zoe.morel2@example.org;en ligne
26/01/2026;9788074770814;1;10.31;gabriel.bernard19@example.org;magasin
28/07/2025;9780545541251;1;12.6;arthur.simon30@example.org;MP
28/04/2026;9780415478816;1;31.14;jules.lefebvre71@example.org;STORE
22/05/2026;9780470083734;1;13.87;louis.laurent17@example.org;marketplace
21/06/2026;9781433207938;1;15.98;manon.simon97@example.org;en ligne
12/06/2026;9791000000699;1;15.31;lucas.laurent84@example.org;Magasin
13/09/2025;9780062839701;1;35.65;nathan.dubois25@example.org;boutique
15/02/2026;9781847941831;2;26.26;arthur.david80@example.org;place de marché
13/08/2025;9789999589604;1;31.88;chloe.moreau86@example.org;en ligne
13/06/2026;9781476870748;1;10.51;chloe.fournier72@example.org;online
07/08/2025;9791000000209;1;29.78;jules.morel9@example.org;online
22/07/2025;9780754006329;1;26.99;jules.michel78@example.org;marketplace
06/04/2026;9780140138351;2;13.94;hugo.simon30@example.org;STORE
24/06/2026;9781883217044;1;8.18;lea.bertrand51@example.org;Magasin
24/11/2025;9788170554240;3;34.33;lucas.dubois36@example.org;STORE
09/06/2026;9791000000809;1;13.77;jules.fournier69@example.org;boutique
02/01/2026;9781958943366;1;25.84;chloe.lefebvre91@example.org;site
17/06/2026;9780679803072;2;32.84;ines.moreau83@example.org;magasin
19/02/2026;9791000000859;1;27.9;jade.morel80@example.org;Magasin
28/03/2026;9788170554240;2;35.82;jules.laurent41@example.org;MP
07/09/2025;9780151189786;1;14.21;zoe.david18@example.org;STORE
19/07/2025;9780684131887;1;30.3;jade.bertrand33@example.org;boutique
13/10/2025;9780373114108;1;12.51;zoe.dubois67@example.org;boutique
22/08/2025;9785882156922;3;39.38;arthur.martin51@example.org;boutique
17/04/2026;9780805035650;0;22.8;jules.bertrand74@example.org;place de marché
24/09/2025;9781544739366;1;33.39;camille.dubois30@example.org;marketplace
09/07/2025;9781591846918;1;18.16;gabriel.michel15@example.org;site
18/03/2026;9780606374224;1;28.27;arthur.bertrand50@example.org;marketplace
12/08/2025;9785171001605;1;17.69;lea.laurent8@example.org;boutique
26/11/2025;9791000000529;1;13.14;lea.roux66@example.org;site
19/11/2025;9780140139198;2;31.63;emma.moreau41@example.org;en ligne
28/04/2026;9781974932573;2;32.47;jules.martin26@example.org;magasin
23/01/2026;9791000000399;1;17.6;manon.simon96@example.org;Magasin
08/08/2025;9781631619854;1;28.89;gabriel.michel86@example.org;Magasin
17/08/2025;9789388144346;1;27.41;lucas.laurent12@example.org;magasin
24/10/2025;9780321793102;1;20.32;ines.bernard52@example.org;en ligne
26/02/2026;9780606309912;1;5.03;chloe.michel54@example.org;web
11/09/2025;9781481428149;1;24.59;jade.dubois50@example.org;Magasin
28/03/2026;9780373833740;1;24.25;nathan.lefebvre68@example.org;online
07/08/2025;9780263095760;1;32.92;gabriel.dubois47@example.org;online
18/04/2026;9781963349023;2;5.33;hugo.dubois3@example.org;site
25/06/2026;9780307932426;0;20.59;louis.michel2@example.org;STORE
10/04/2026;9780393925340;1;37.9;lucas.dubois10@example.org;MP
19/03/2026;9780307262196;3;8.67;arthur.lefebvre38@example.org;magasin
09/09/2025;9781421889276;1;25.82;lea.bernard70@example.org;web
08/05/2026;9780140209723;1;37.77;gabriel.laurent23@example.org;boutique
02/03/2026;9780593724309;1;7.14;jules.morel91@example.org;STORE
04/01/2026;9781421809083;3;8.23;lucas.david38@example.org;en ligne
24/07/2025;9798352831533;1;22.41;camille.fournier74@example.org;boutique
04/01/2026;9781976446184;2;29.64;camille.bertrand7@example.org;magasin
21/10/2025;9791000000499;2;16.61;manon.martin59@example.org;web
08/09/2025;9781709948305;2;21.14;louis.leroy21@example.org;STORE
21/11/2025;9780224008884;1;21.69;louis.dubois89@example.org;en ligne
01/11/2025;9780757910869;1;19.36;jade.leroy99@example.org;en ligne
03/08/2025;9780833566980;2;37.88;jules.bernard15@example.org;STORE
09/05/2026;9788191032406;2;35.86;nathan.fournier85@example.org;marketplace
04/02/2026;9781467787789;2;6.04;lucas.moreau57@example.org;magasin
08/09/2025;9798618236188;1;20.87;gabriel.roux41@example.org;site
05/03/2026;9785170912360;3;33.88;lea.leroy74@example.org;STORE
15/12/2025;978030747249X;1;33.2;emma.morel73@example.org;Magasin
11/04/2026;9781559348263;1;34.85;lucas.dubois77@example.org;STORE
27/02/2026;9781432622459;1;34.11;lea.roux93@example.org;boutique
12/10/2025;9780224617253;1;23.56;chloe.morel93@example.org;marketplace
18/12/2025;9780198118756;1;31.92;jade.moreau88@example.org;boutique
29/11/2025;9782207256343;3;32.24;lucas.lefebvre33@example.org;boutique
16/09/2025;9780155826083;1;18.86;manon.leroy56@example.org;magasin
15/02/2026;9781547236091;1;12.25;manon.laurent70@example.org;web
29/09/2025;9780525537113;2;18.04;theo.michel18@example.org;magasin
28/07/2025;9781433231933;2;37.32;jules.michel47@example.org;Magasin
28/12/2025;9781804990278;1;18.56;chloe.roux24@example.org;site
03/04/2026;9791000000619;1;31.6;nathan.martin64@example.org;STORE
07/06/2026;9780708883587;1;12.77;lea.bernard60@example.org;online
17/06/2026;9780878210329;1;33.01;zoe.david50@example.org;magasin
29/09/2025;9780470083734;1;18.88;lucas.moreau41@example.org;en ligne
12/08/2025;9781691553822;1;4.52;lea.david18@example.org;web
08/12/2025;9780816137152;2;24.53;jules.martin21@example.org;Magasin
24/06/2026;9791000000439;1;15.81;ines.moreau93@example.org;web
25/12/2025;9791000000919;2;28.8;manon.lefebvre82@example.org;place de marché
10/02/2026;9798377220947;1;34.05;nathan.morel57@example.org;boutique
23/02/2026;9781841593326;1;37.45;lucas.david4@example.org;web
03/08/2025;9780007493579;1;18.4;chloe.laurent99@example.org;site
23/04/2026;9780263119763;1;16.83;jules.moreau55@example.org;magasin
23/06/2026;9791000000979;2;6.78;theo.david79@example.org;magasin
31/05/2026;9780517082461;2;26.33;louis.leroy46@example.org;MP
02/11/2025;9791000000339;1;24.57;emma.martin47@example.org;online
31/07/2025;978281120345X;3;24.66;camille.david3@example.org;Magasin
07/04/2026;9780833566980;1;18.19;zoe.lefebvre34@example.org;magasin
01/11/2025;9798790221941;1;29.08;emma.bertrand28@example.org;web
25/11/2025;9781597223072;1;38.6;lucas.fournier29@example.org;magasin
09/03/2026;9780881039108;1;34.52;louis.simon42@example.org;magasin
21/05/2026;9781723208614;2;7.08;chloe.michel41@example.org;STORE
17/01/2026;9780671491758;1;20.76;manon.dubois75@example.org;magasin
04/06/2026;9791000000719;1;32.08;hugo.morel29@example.org;en ligne
18/08/2025;9781428640382;1;32.38;jules.david54@example.org;magasin
03/07/2025;9781491514931;2;23.65;gabriel.leroy33@example.org;boutique
29/08/2025;9781588810403;1;20.22;emma.roux1@example.org;STORE
19/12/2025;9791000000829;3;36.79;ines.morel73@example.org;online
16/04/2026;9783442245666;1;10.55;gabriel.laurent22@example.org;Magasin
01/11/2025;9780958854344;1;35.73;camille.bertrand19@example.org;Magasin
24/03/2026;9780718188740;1;20.85;zoe.martin89@example.org;boutique
13/02/2026;9780575073241;1;16.69;louis.moreau92@example.org;magasin
06/02/2026;9780373706099;3;8.0;louis.bernard46@example.org;magasin
08/03/2026;9788416029808;1;17.46;nathan.michel14@example.org;magasin
17/10/2025;9780671868376;1;23.98;lea.bertrand76@example.org;STORE
23/02/2026;9780860099697;3;10.43;nathan.michel72@example.org;magasin
21/12/2025;9791000000419;1;23.44;chloe.bernard71@example.org;online
18/09/2025;9781417633845;3;21.48;louis.morel66@example.org;en ligne
07/12/2025;9781737507710;1;7.9;emma.dubois93@example.org;Magasin
28/07/2025;9780345461629;1;26.27;emma.david30@example.org;boutique
18/09/2025;9780833566980;1;14.32;arthur.laurent84@example.org;web
26/03/2026;9780706968019;1;19.42;lucas.roux78@example.org;web
10/06/2026;9780060291693;2;30.51;emma.martin82@example.org;web
19/11/2025;9791000000619;2;9.78;emma.dubois92@example.org;MP
04/09/2025;9780307741172;2;13.13;chloe.martin98@example.org;boutique
30/01/2026;9780136054054;2;18.91;jade.moreau1@example.org;magasin
01/05/2026;9780736614016;3;20.07;zoe.simon51@example.org;magasin
23/10/2025;9780750504355;2;28.71;louis.roux12@example.org;online
17/06/2026;9781476870748;1;15.07;jules.fournier21@example.org;web
15/07/2025;9780345458889;1;38.67;manon.bernard80@example.org;Magasin
16/09/2025;9781093750065;1;35.25;nathan.michel63@example.org;magasin
04/01/2026;9780001604308;1;17.55;gabriel.fournier51@example.org;Magasin
21/07/2025;9798532977518;1;18.45;emma.bernard74@example.org;place de marché
02/01/2026;9780451622891;1;25.07;manon.laurent84@example.org;site
06/02/2026;9798627347820;3;28.74;chloe.bertrand29@example.org;Magasin
02/12/2025;9798739955418;1;10.42;chloe.dubois22@example.org;Magasin
30/08/2025;9781588810403;1;9.7;chloe.morel53@example.org;boutique
23/12/2025;9791000000659;1;29.12;manon.david20@example.org;marketplace
20/03/2026;9780393966435;2;5.89;arthur.roux88@example.org;site
25/01/2026;9780307815651;1;30.14;lea.david77@example.org;online
11/10/2025;9798897248889;1;12.98;emma.bertrand37@example.org;Magasin
04/10/2025;9791000000119;1;6.54;hugo.moreau32@example.org;MP
18/07/2025;9780061002823;1;7.25;lucas.fournier86@example.org;place de marché
15/07/2025;9781850180005;0;13.95;zoe.morel94@example.org;Magasin
15/04/2026;9780198118312;1;16.21;zoe.michel76@example.org;place de marché
15/11/2025;9780439451932;2;36.41;ines.moreau47@example.org;web
15/04/2026;9781440758089;0;14.09;jade.bertrand77@example.org;Magasin
02/08/2025;9780718033323;1;14.42;lea.dubois44@example.org;MP
01/04/2026;9781474029599;3;24.77;theo.leroy12@example.org;STORE
21/01/2026;9781250242754;1;32.34;lucas.roux49@example.org;Magasin
14/02/2026;9781775415190;1;37.16;camille.lefebvre36@example.org;boutique
28/04/2026;9780263119763;1;18.12;theo.martin86@example.org;STORE
25/04/2026;9780049140172;1;36.26;gabriel.fournier15@example.org;en ligne
06/12/2025;9782207256343;2;6.48;gabriel.moreau85@example.org;online
14/06/2026;9791000000279;1;23.41;nathan.lefebvre68@example.org;STORE
11/09/2025;9791000000569;1;17.54;zoe.bernard72@example.org;MP
16/10/2025;9798716103634;2;27.79;louis.michel65@example.org;Magasin
14/06/2026;9780679803072;2;22.13;nathan.lefebvre25@example.org;boutique
12/06/2026;9780263790429;1;19.05;ines.bertrand19@example.org;web
22/02/2026;9780486243832;1;19.72;ines.michel25@example.org;marketplace
27/08/2025;9781709948305;3;27.36;jules.morel81@example.org;STORE
10/02/2026;9791000000569;1;5.37;lucas.simon84@example.org;site
16/09/2025;9780263118124;2;10.81;emma.bernard40@example.org;boutique
05/06/2026;9785557099196;3;8.74;camille.roux39@example.org;boutique
20/06/2026;9788498723533;1;37.01;jade.leroy81@example.org;place de marché
23/09/2025;9791000000329;1;8.81;jade.roux45@example.org;STORE
23/03/2026;9780736423298;1;36.59;camille.roux83@example.org;web
20/05/2026;9781982127794;1;13.21;emma.bertrand48@example.org;STORE
03/06/2026;9780316479264;1;12.81;louis.dubois82@example.org;online
12/05/2026;9788448034580;2;25.86;louis.martin37@example.org;STORE
19/06/2026;9780671702427;2;32.17;hugo.morel46@example.org;web
02/02/2026;9780451118103;1;16.89;jules.lefebvre51@example.org;magasin
09/04/2026;9791000001019;1;22.61;jade.roux64@example.org;marketplace
20/09/2025;9780825616518;2;17.99;nathan.martin63@example.org;site
21/08/2025;9781976709135;1;38.21;hugo.leroy87@example.org;boutique
10/03/2026;9780380976003;2;26.81;manon.leroy34@example.org;online
14/12/2025;9780843960044;2;9.14;chloe.moreau89@example.org;boutique
21/09/2025;9791000000439;2;5.1;nathan.morel78@example.org;STORE
17/09/2025;9781476873626;1;28.23;emma.bertrand86@example.org;boutique
29/12/2025;9780765391162;1;10.98;ines.moreau48@example.org;magasin
02/11/2025;9780007354733;2;32.48;arthur.fournier32@example.org;marketplace
28/08/2025;9789711024154;1;18.55;arthur.laurent14@example.org;web
08/06/2026;9780786215133;1;24.28;theo.morel16@example.org;STORE
03/06/2026;9780064601375;1;18.14;jade.david8@example.org;STORE
26/10/2025;9798627159133;2;21.26;lucas.michel9@example.org;en ligne
01/03/2026;9780198118756;1;13.4;lea.morel23@example.org;site
05/02/2026;9780349440187;1;7.24;ines.simon55@example.org;STORE
09/06/2026;9780263098839;1;17.81;chloe.roux42@example.org;Magasin
31/12/2025;9780224617253;1;21.39;camille.morel18@example.org;magasin
08/02/2026;9791000001019;1;5.03;arthur.bernard18@example.org;magasin
07/08/2025;9791000000659;1;13.13;gabriel.roux52@example.org;Magasin
28/05/2026;9780856352737;1;24.55;arthur.moreau10@example.org;boutique
05/03/2026;9780736614016;1;25.81;louis.dubois57@example.org;Magasin
15/07/2025;9781521093443;3;29.12;arthur.david70@example.org;online
23/05/2026;9791000000609;1;26.84;theo.moreau15@example.org;magasin
12/01/2026;9781474055437;1;5.59;ines.dubois30@example.org;site
20/09/2025;9780800854539;1;16.96;camille.morel45@example.org;Magasin
17/11/2025;9798377220947;1;20.65;theo.lefebvre1@example.org;site
01/02/2026;9791000000939;1;18.51;theo.leroy86@example.org;Magasin
30/11/2025;9781559348263;1;20.43;theo.bernard54@example.org;boutique
25/12/2025;9780263138382;1;5.7;ines.martin3@example.org;Magasin
09/12/2025;978030747249X;1;11.55;jade.laurent73@example.org;Magasin
23/02/2026;9780425029459;1;35.75;lucas.dubois73@example.org;online
14/10/2025;9781250275042;1;25.51;camille.dubois48@example.org;STORE
28/03/2026;9781400083039;1;28.37;gabriel.laurent31@example.org;magasin
11/05/2026;9798990047709;3;26.48;ines.roux51@example.org;en ligne
28/01/2026;9780062111234;1;15.07;ines.morel34@example.org;MP
05/12/2025;9780224018616;1;7.08;theo.roux16@example.org;online
05/05/2026;9780593642009;1;26.0;manon.laurent75@example.org;Magasin
21/04/2026;9791000000039;1;19.01;camille.leroy98@example.org;boutique
25/07/2025;9789719201847;1;19.37;arthur.bertrand28@example.org;STORE
19/09/2025;9798454025748;3;39.82;zoe.dubois8@example.org;boutique
03/03/2026;9782702411933;1;16.07;lucas.moreau37@example.org;Magasin
27/02/2026;9780140256352;1;34.91;emma.martin32@example.org;magasin
20/11/2025;9781250030962;1;15.28;lea.dubois93@example.org;boutique
15/07/2025;9780593109069;2;35.46;nathan.dubois15@example.org;boutique
22/02/2026;9781629376363;2;35.1;jade.moreau43@example.org;en ligne
27/02/2026;9791000000889;1;37.77;lea.roux79@example.org;web
11/11/2025;9781957568225;1;15.06;manon.bertrand42@example.org;MP
13/08/2025;9780785740568;1;23.69;lucas.martin27@example.org;STORE
06/10/2025;9788374801171;1;37.52;emma.martin32@example.org;web
27/11/2025;9781495096105;1;11.86;nathan.martin39@example.org;boutique
23/04/2026;9781936719112;1;29.04;jade.morel70@example.org;site
30/05/2026;9780307262196;2;36.26;manon.michel97@example.org;magasin
31/05/2026;9780263130249;1;38.92;zoe.laurent9@example.org;Magasin
20/07/2025;9788427911758;1;15.78;emma.moreau69@example.org;STORE
22/09/2025;9780785752387;2;26.08;manon.michel51@example.org;MP
20/12/2025;9780415478816;2;37.15;louis.moreau26@example.org;boutique
17/09/2025;9781847941480;2;4.83;camille.dubois43@example.org;Magasin
25/08/2025;9781502784278;1;4.85;camille.moreau26@example.org;STORE
11/02/2026;9783550068751;2;8.85;gabriel.morel59@example.org;STORE
06/07/2025;9788447368990;2;9.53;arthur.roux79@example.org;MP
09/12/2025;9781535540124;2;6.51;manon.david48@example.org;web
27/09/2025;9791000000349;1;25.09;manon.fournier63@example.org;boutique
19/10/2025;9780263122169;2;38.16;emma.martin17@example.org;STORE
24/04/2026;9780061002823;2;39.88;camille.bernard59@example.org;boutique
04/06/2026;9788439707929;1;6.35;lucas.martin57@example.org;place de marché
10/11/2025;9780070078727;2;20.87;nathan.fournier61@example.org;Magasin
11/11/2025;9780373104420;1;32.35;louis.laurent7@example.org;Magasin
